country_code,country,population_2020,overall_performance,factor_knowledge,factor_technology,factor_future_readiness,subfact_know_talent,subfact_know_training_education,subfact_know_scientific_concentration,subfact_tech_regulatory_framework,subfact_tech_capital,subfact_tech_technological_framework,subfact_fr_adaptive_attitudes,subfact_fr_business_agility,subfact_fr_it_integration,gini_value,gini_year,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
LA,Laos,7276000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.4,2012,71225,0,0,0,0,0,6,6,6,6,0,0,0,0,6,7,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,0,0,2105,2105,368,0,0,0,1962,0,0,0,164,164,0,0,0,0,0,0,16,7,67,52,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,9,7,7,5,23,164,2181,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,2079,1,2083,0,0,63,3,78,18,63,58,282,282,1,0,0,0,0,1997,1998,1998,1998,1998,7,0,0,9,0,0,0,0,0,0,0,0,279,0,115,0,0,2140,6,0,49,49,49,2249,112,0,16,2008,5,2009,1,0,0,0,266,0,2013,12,2160,0,0,0,0,0,57,281,273,2009,2009,38,1998,2025,1,1,1,1,1,1,1,2,2017,0,0,65,0,0,0,0,0,0,1,8,0,0,1,0,1,0,25,144,144,144,29,17,2182,78,0,0,3,0,0,0,0,0,15,15,23,23,23,23,0,0,0,0,1,304,46,305,0,0,0,1,46,3,0,18,79,61,4,4,12,0,2,2,2,0,0,0,0,0,0,0,0,2026,0,0,0,0,0,0,0,1,0,2036,2036,23,2036,2036,2,6,2056,2057,2057,18,2057,16,0,0,0,0,1,12,0,0,4,2,0
LV,Latvia,1886000,38,36,34,42,27,27,49,37,50,13,51,45,37,34.2,2015,196931,150,45,3,6,0,61,27,86,86,34,59,0,0,86,65,24,72,86,59,0,0,1,42,1,1,12,1,1,1,1,94,1,62,29,2,2,6774,6775,4379,1,0,0,1909,216,0,0,5398,5398,0,0,0,0,0,0,35,25,1344,1068,1064,1078,31,2,2,2,2,2,2,2,0,0,0,3,3,2,0,1,1,1,1,1,1,1,5,5,5,20,6,6,6,0,15,15,20,15,31,82,1,0,45,45,96,49,49,29,527,5375,9016,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,5,78,5950,9,6051,0,0,1115,11,1157,52,1116,1102,1537,1537,9,40,53,40,6,2077,2088,2089,2089,2089,47,6,6,121,0,0,0,0,0,0,0,0,6,1,2401,0,0,6777,99,56,782,782,782,9930,2350,0,277,2227,88,2227,12,0,0,0,2886,7,2245,185,7063,0,0,0,0,0,2520,1543,1542,2097,2097,551,1954,2777,65,65,65,65,65,65,65,65,2265,0,0,1135,0,0,0,0,0,0,156,188,12,19,41,0,10,9,215,3023,3023,3022,618,432,7460,245,0,3,418,0,2,43,0,0,153,153,260,275,275,275,28,32,0,0,3,1508,1,1541,0,0,0,79,0,422,0,64,1202,1138,4,4,0,2,66,66,66,0,0,0,0,30,30,3,32,2266,2,0,0,0,0,0,0,65,0,2767,2767,378,2770,2770,2,48,2992,2993,2993,240,2995,256,0,0,0,0,74,576,0,0,8,0,11
LB,Lebanon,6825000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.8,2011,78021,0,2,0,0,0,5,2,6,6,2,4,0,0,6,3,4,5,6,4,0,0,0,2,0,0,0,0,0,0,0,5,0,2,1,0,0,605,605,1394,0,0,0,2266,0,0,0,2388,2388,0,0,0,0,0,0,8,7,237,210,207,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,55,0,0,2,2,4,3,3,2,14,2390,2650,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,6,412,5,415,0,0,198,4,211,20,198,194,10,10,0,0,2,0,0,2294,2295,2295,2294,2294,2,0,0,6,0,0,0,0,0,0,0,0,1,0,345,0,0,606,5,2,190,190,190,2852,334,0,17,2302,5,2302,0,0,0,0,293,0,2302,17,637,0,0,0,0,0,1284,10,10,2286,2286,67,2275,2296,2,2,2,2,2,2,2,2,2303,0,0,193,0,0,0,0,0,0,3,6,2,3,5,0,8,0,30,377,377,377,31,14,647,68,0,0,1,0,0,16,0,0,11,11,17,18,18,18,0,3,1,0,0,9,0,10,0,0,0,1,0,1,0,21,206,185,0,0,0,0,2,2,2,0,0,0,0,3,3,0,3,2302,0,0,0,0,0,0,0,2,0,2307,2307,21,2307,2307,0,2,2329,2329,2329,16,2329,16,0,0,0,0,2,38,0,0,3,0,9
LS,Lesotho,2142000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.2,2010,774,0,1,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,31,31,9,0,0,0,5,0,0,0,14,14,0,0,0,0,0,0,0,0,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,2,2,2,2,2,2,0,14,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,35,0,0,8,0,10,2,8,8,0,0,0,0,1,0,0,6,6,6,6,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,33,0,1,1,1,1,45,9,0,1,6,1,6,0,0,0,0,7,0,6,0,34,0,0,0,0,0,18,0,0,6,6,2,5,6,1,1,1,1,1,1,1,0,6,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,13,13,13,4,4,37,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,6,6,1,6,6,0,2,6,6,6,1,6,1,0,0,0,0,1,0,0,0,1,0,0
LR,Liberia,5058000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.3,2016,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,4,0,0,0,12,12,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,16,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,19,4,0,0,5,0,5,0,0,0,0,2,0,5,0,16,0,0,0,0,0,58,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,10,10,10,0,10,0,0,0,0,0,0,2,0,0,0,0,0
LY,Libya,6871000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,9294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,334,334,146,0,0,0,117,0,0,0,82,82,0,0,0,0,0,0,1,0,53,45,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,4,4,4,1,7,82,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,273,0,276,0,0,46,2,49,5,46,46,2,3,0,0,0,0,0,118,118,118,118,118,4,0,0,5,0,0,0,0,0,0,0,0,0,0,91,0,0,333,7,0,59,59,59,396,85,0,9,125,0,125,2,0,0,0,110,0,125,8,350,0,0,0,0,0,1403,2,3,115,115,14,111,129,0,0,0,0,0,0,0,0,126,0,0,46,0,0,0,0,0,0,2,2,0,0,1,0,0,0,11,101,101,101,8,0,349,9,0,0,7,0,0,4,0,0,9,9,16,16,16,16,0,4,0,0,0,2,0,3,0,0,0,1,0,10,0,6,51,45,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,126,0,0,0,0,0,0,0,0,0,128,128,14,128,128,0,4,134,134,134,14,134,3,0,0,0,0,0,14,0,0,1,0,2
LI,Liechtenstein,38000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,3043,0,0,0,0,0,1,1,1,1,3,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,119,119,86,0,0,0,26,0,0,0,91,91,0,0,0,0,0,0,0,0,21,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,1,0,14,92,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,84,1,89,0,0,20,0,20,0,20,20,0,0,0,0,0,0,0,28,28,28,28,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,58,0,0,120,0,0,35,35,35,188,58,0,2,30,0,30,0,0,0,0,51,0,31,2,121,0,0,0,0,0,15,0,0,29,29,13,27,32,0,0,0,0,0,0,0,1,32,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,71,71,71,15,13,135,5,0,0,0,0,0,2,0,0,3,3,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,20,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,31,0,0,0,0,0,0,0,0,0,31,31,4,32,32,0,1,33,33,33,3,33,2,0,0,0,0,0,3,0,0,0,0,1
LT,Lithuania,2722000,29,25,29,30,23,16,40,27,42,18,47,18,32,37.4,2015,485230,340,90,6,0,0,82,33,96,96,41,63,0,0,96,155,173,80,96,63,0,0,4,73,4,4,19,4,4,4,4,71,5,152,90,1,1,17666,17666,8578,5,0,0,5027,358,2,0,13536,13536,0,0,0,0,0,0,42,25,2355,1901,1897,1905,30,2,2,2,2,2,2,2,0,0,0,0,0,0,2,4,4,4,4,4,4,4,0,0,0,11,0,0,0,0,11,11,11,11,33,98,2,0,111,111,150,124,124,105,2207,13441,23128,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,1,168,15541,5,15642,0,0,1927,9,1998,67,1927,1904,4671,5407,9,56,116,56,18,5107,5116,5116,5114,5113,120,18,18,167,0,0,0,0,0,0,0,0,1424,6,6911,0,0,17720,393,114,2087,2087,2087,25382,6844,0,665,5543,121,5542,18,0,0,0,5746,18,5562,356,18248,0,0,0,0,0,4624,4669,5377,5080,5073,1012,4789,5867,129,129,129,129,129,129,129,123,5538,0,0,1950,0,0,0,0,0,1,400,239,3,14,36,0,9,2,411,8419,8419,8419,1483,1128,19348,334,0,10,454,0,1,31,0,0,223,223,647,697,697,698,21,19,0,0,2,5335,25,5378,0,0,0,220,0,459,0,87,2046,1959,8,8,0,1,124,124,124,0,0,0,0,19,19,2,19,5512,1,0,0,0,0,0,0,129,4,5832,5832,896,5832,5834,4,119,7759,7759,7759,622,7760,466,0,0,0,0,136,154,0,0,28,0,6
LU,Luxembourg,626000,28,35,17,27,39,23,41,8,15,35,48,34,16,33.8,2015,159928,28,9,0,0,0,5,4,8,8,9,4,0,0,8,27,129,10,8,4,0,0,1,3,1,1,2,1,1,1,1,11,3,24,8,0,0,11635,11636,2029,3,0,0,581,32,0,0,1579,1579,0,0,0,0,0,0,15,14,9241,599,598,602,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,1,0,0,33,0,0,16,16,20,20,20,16,386,1577,11278,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,12,10712,3,10738,0,0,606,4,641,38,607,603,40,42,2,4,15,4,3,610,610,610,610,610,16,3,3,21,0,0,0,0,0,0,0,0,12,0,1816,0,0,11664,5,15,921,921,921,12275,1789,0,44,637,13,637,7,0,0,0,1648,3,639,57,11782,0,0,0,0,0,215,40,42,618,617,102,593,711,19,19,19,19,19,19,19,17,645,0,0,605,0,0,0,0,0,0,18,29,5,1,24,0,12,4,93,2206,2206,2207,388,330,12044,40,0,1,11,0,0,16,0,0,38,38,44,54,54,54,13,12,0,0,0,41,5,47,0,0,0,29,0,14,0,46,651,605,0,0,0,0,17,17,17,0,0,0,0,11,11,4,12,643,0,0,0,0,0,0,0,19,1,712,712,87,713,713,5,16,867,867,867,39,867,79,0,0,0,0,20,14,0,0,11,0,0
MO,Macao,649000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,23501,0,10,0,0,0,14,10,15,15,3,5,0,0,15,0,26,5,15,5,0,0,1,10,1,1,2,1,1,1,1,8,0,0,0,0,0,338,338,384,0,0,0,312,0,0,0,359,359,0,0,0,0,0,0,15,9,137,71,71,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,44,0,0,0,0,1,0,0,0,21,355,580,15,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,51,0,7,310,2,319,0,0,79,3,84,9,79,75,15,15,2,7,10,7,0,344,344,344,344,344,0,0,0,8,0,0,0,0,0,0,0,0,7,0,132,0,0,340,1,11,19,19,19,614,109,0,88,424,6,424,0,0,0,0,299,0,427,16,381,0,0,0,0,0,2439,15,15,420,419,172,408,703,13,13,13,13,13,13,13,67,429,0,0,79,0,0,0,0,0,0,0,30,0,4,7,0,1,0,20,160,160,160,27,11,391,28,0,0,0,0,0,5,0,0,14,14,32,33,33,33,5,3,0,0,0,13,0,15,0,0,0,4,0,0,0,13,88,75,5,5,0,0,67,67,67,0,0,0,0,3,3,0,3,430,0,0,0,0,0,0,0,13,0,707,707,274,707,707,0,0,732,732,732,17,732,264,0,0,0,0,13,58,0,0,2,1,2
MG,Madagascar,27691000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.6,2012,8793,2,1,0,0,0,2,1,2,2,1,1,0,0,2,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,388,388,135,1,0,0,53,2,0,0,317,317,0,0,0,0,0,0,3,1,36,28,28,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,1,1,1,1,0,125,315,407,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,331,0,332,0,0,31,1,34,3,31,30,2,2,1,0,3,0,0,60,60,60,60,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,239,0,0,385,2,3,55,55,55,462,238,0,6,60,4,60,0,0,0,0,93,0,60,14,402,0,0,0,0,0,46,2,2,58,58,13,54,69,5,5,5,5,5,5,5,5,60,0,0,32,0,0,0,0,0,0,1,8,0,0,0,0,0,0,17,319,319,319,81,67,466,17,0,0,0,0,0,0,0,0,7,7,9,14,14,14,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,6,37,31,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,5,2,63,63,10,63,63,0,1,72,72,72,9,72,8,0,0,0,0,10,2,0,0,1,0,1
MW,Malawi,19130000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.7,2016,7919,0,0,0,0,0,1,0,1,1,1,1,0,0,1,6,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,1,0,0,241,241,80,0,0,0,127,0,0,0,143,143,0,0,0,0,0,0,2,2,33,21,21,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,5,5,5,5,5,1,2,143,208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,165,0,173,0,0,22,0,25,3,22,21,1,1,0,0,0,0,0,129,129,129,129,129,5,0,0,5,0,0,0,0,0,0,0,0,0,0,182,0,0,242,1,0,70,70,70,286,170,0,4,129,3,129,0,0,0,0,52,0,132,14,268,0,0,0,0,0,495,1,1,128,128,110,124,132,0,0,0,0,0,0,0,1,132,0,0,23,0,0,0,0,0,0,0,6,0,0,0,0,1,0,14,197,197,197,15,1,269,14,0,0,3,0,0,0,0,0,4,4,7,9,9,9,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,3,25,22,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,131,131,6,131,131,0,5,134,134,134,6,134,3,0,0,0,0,0,4,0,0,0,0,2
MY,Malaysia,32366000,26,19,20,30,30,8,26,35,18,15,30,30,55,41,2015,583526,131,73,0,0,0,246,132,266,266,102,134,0,0,266,165,173,185,266,135,0,0,7,61,7,7,15,7,7,7,7,115,0,161,71,0,0,14360,14360,9048,0,0,0,10615,163,1,0,9438,9439,0,0,0,0,0,0,266,161,5782,4309,4299,4642,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,1,1,1,0,31,31,31,31,81,717,1,0,93,93,157,102,102,90,554,9383,19341,263,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1619,2,204,12349,53,12549,0,0,4775,345,5257,757,4776,4666,1119,1119,12,48,89,48,11,10871,10900,10900,10901,10902,98,11,11,190,0,0,0,0,0,0,0,0,21,71,4455,0,0,14355,463,92,1826,1826,1826,21470,4052,1,905,11397,312,11397,39,0,0,0,5945,11,11442,572,15495,0,0,0,0,0,10121,1131,1125,10467,10459,1832,10018,11641,105,105,105,105,105,105,105,398,11424,0,0,4836,0,0,0,0,0,1,358,414,6,36,156,0,17,2,1022,5830,5830,5831,1235,668,16078,1246,0,7,1087,0,0,69,0,0,516,516,1031,1109,1109,1109,72,58,9,0,4,1151,58,1187,0,0,0,30,0,1226,0,918,5452,4535,10,10,5,0,404,404,404,0,0,0,0,56,56,3,58,11429,0,0,0,0,0,0,0,108,1,11967,11968,1252,11968,11969,23,97,12866,12865,12865,955,12866,685,0,0,0,0,118,156,0,0,106,5,7
MV,Maldives,541000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,2131,0,1,0,0,0,2,0,2,2,1,2,0,0,2,2,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,55,55,42,0,0,0,28,0,0,0,36,36,0,0,0,0,0,0,1,1,8,6,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,2,2,4,36,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,39,0,39,0,0,9,1,9,1,9,7,1,1,2,0,1,0,0,32,32,32,32,32,2,0,0,2,0,0,0,0,0,0,0,0,0,0,40,0,0,57,2,1,17,17,17,70,40,0,6,32,4,32,0,0,0,0,25,0,32,1,61,0,0,0,0,0,141,1,1,25,25,10,21,31,3,3,3,3,3,3,3,1,33,0,0,10,0,0,0,0,0,0,0,8,0,0,2,0,2,0,3,45,45,45,4,3,64,6,0,0,0,0,0,0,0,0,1,1,5,5,5,5,2,0,0,0,0,1,0,1,0,0,0,3,0,0,0,3,12,9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,3,0,35,35,9,35,35,0,2,38,38,38,3,38,6,0,0,0,0,3,9,0,0,1,0,1
