city,city_type,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,population_2020,population_source,overall_rating,overall_ranking,smartcity_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Buenos Aires,smart city,61.7,73.7,56.4,66.7,15180000,IMD Smart City Index 2020,3,88,IMD Smart City Index 2020,11/12/2020,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Busan,smart city,56.2,74.9,59.6,68.1,3216000,IMD Smart City Index 2020,6,46,IMD Smart City Index 2020,11/12/2020,85462,0,10,0,0,0,86,70,100,100,20,30,0,0,100,52,55,30,100,30,0,0,0,7,0,0,0,0,0,0,0,361,0,52,13,0,0,1822,1822,2001,0,0,0,1638,0,0,0,1063,1063,0,0,0,0,0,0,18,8,927,597,596,602,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,15,84,0,0,15,15,23,17,17,13,32,1066,2514,101,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,1,35,1628,3,1656,0,0,611,6,649,44,611,609,25,25,0,2,10,2,3,1666,1670,1670,1670,1669,17,3,3,376,0,0,0,0,0,0,0,0,5,1,479,0,0,1835,7,10,187,187,187,2750,411,0,84,1704,42,1705,38,0,0,0,1519,3,1707,50,1967,0,0,0,0,0,5674,25,25,1619,1619,258,1568,1728,10,10,10,10,10,10,10,21,1724,0,0,612,0,0,0,0,0,0,3,47,0,1,13,0,1,0,89,612,612,612,119,69,2034,644,0,3,1,0,0,1,0,0,73,73,82,90,90,90,14,1,0,0,0,24,1,26,0,0,0,5,0,1,0,49,630,581,0,0,0,0,21,21,21,0,0,0,0,1,1,0,1,1691,0,0,0,0,0,0,0,10,0,1767,1767,125,1767,1766,1,16,1804,1804,1804,60,1805,103,0,0,0,0,10,40,0,0,32,0,1
Cairo,smart city,54.8,81.6,68.9,54.4,18772000,IMD Smart City Index 2020,1,106,IMD Smart City Index 2020,11/12/2020,34436,0,2,0,0,0,30,17,31,31,12,14,0,0,31,30,12,19,31,14,0,0,0,1,0,0,0,0,0,0,0,45,1,25,14,0,0,793,793,795,1,0,0,376,0,0,0,1018,1018,0,0,0,0,0,0,247,230,399,375,370,388,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,112,0,0,19,19,53,24,24,19,66,1023,1364,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,600,5,641,0,0,408,18,467,67,408,400,34,35,0,1,2,1,1,393,398,398,398,398,19,1,1,59,0,0,0,0,0,0,0,0,3,0,464,0,0,799,15,2,157,157,157,1572,434,0,44,408,24,408,6,0,0,0,571,1,409,18,859,0,0,0,0,0,839,34,35,387,387,109,362,436,2,2,2,2,2,2,2,11,414,0,0,421,0,0,0,0,0,0,12,30,0,0,27,0,18,0,73,520,520,520,48,30,890,606,0,0,0,0,0,1,0,0,21,21,37,38,38,38,5,0,1,0,0,17,1,36,0,0,0,0,1,0,0,81,476,395,4,4,0,0,11,11,11,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,2,0,434,434,59,434,434,0,18,486,486,486,32,487,39,0,0,0,0,2,482,0,0,12,0,93
Cape Town,"smart city, circular city",74.1,84.2,74.5,69.2,3660000,IMD Smart City Index 2020,1,103,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chengdu,smart city,87.9,85.8,86.7,83.3,7556000,IMD Smart City Index 2020,4,69,IMD Smart City Index 2020,11/12/2020,59533,4,1,0,0,0,44,25,49,49,23,24,0,0,49,39,48,26,49,24,0,0,0,1,0,0,0,0,0,0,0,23,0,39,19,0,0,939,939,8083,0,0,0,759,4,0,0,749,750,0,0,0,0,0,0,61,8,441,241,241,242,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,388,0,0,22,22,44,29,29,28,42,751,1343,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,28,875,0,897,0,0,263,1,288,29,263,252,69,69,1,1,1,1,8,813,824,824,824,824,29,8,8,46,0,0,0,0,0,0,0,0,12,0,453,0,0,945,28,2,48,48,48,1418,442,0,95,849,37,849,34,0,0,0,6653,8,882,63,1038,0,0,0,0,0,743,69,69,795,795,251,730,975,3,3,3,3,3,3,3,59,907,0,0,265,0,0,0,0,0,0,3,61,0,0,17,0,2,0,117,570,570,571,111,49,1093,1262,0,3,1,0,0,0,0,0,122,122,182,190,190,190,0,0,0,0,0,48,10,78,0,0,0,17,0,1,0,59,319,260,1,1,0,0,60,60,60,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0,0,3,1,952,952,183,953,953,1,29,1043,1043,1043,142,1044,111,0,0,0,0,4,11,0,0,95,0,2
Chicago,smart city,54,56.9,39.3,71.2,8745000,IMD Smart City Index 2020,7,41,IMD Smart City Index 2020,11/12/2020,1342054,48,58,0,0,0,87,28,121,121,60,93,0,0,121,105,8677,113,121,93,0,0,0,52,0,0,11,0,0,0,0,39,1,103,41,0,0,17405,17406,36046,1,0,0,14575,54,3,0,13857,13858,0,0,0,0,0,0,283,26,3290,2958,2955,2965,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,9,1,1,1,0,9,9,10,9,53,236,1,0,54,54,67,58,58,52,385,13867,22296,120,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,969,3,146,15479,8,15877,0,0,10588,10,10916,337,10591,10573,100000,100000,10,41,73,41,4,14714,14716,14717,14714,14714,56,4,4,81,0,0,0,0,0,0,0,0,143,2,5363,0,0,17481,25,75,1614,1614,1614,24380,5305,2,476,15055,132,15055,37,0,0,0,26476,4,15071,764,19531,0,0,0,0,0,2294,100000,100000,15034,15033,891,14852,15879,92,92,92,92,92,92,92,631,15116,0,0,10643,0,0,0,0,0,0,32,152,2,10,1202,0,116,1,1261,6428,6427,6427,1053,288,19833,289,0,1,279,0,0,63,0,0,142,142,180,192,192,192,33,46,0,0,2,55094,217,100000,0,0,0,17,0,288,0,522,10968,10446,21,21,5,0,624,624,624,0,0,0,0,42,42,2,46,14807,0,0,0,0,0,0,0,91,3,15578,15580,940,15581,15581,2,56,18556,18554,18556,161,18559,859,0,0,0,0,101,60,0,0,15,2,14
Chongqing,smart city,87.9,89.1,90.3,81.6,13332000,IMD Smart City Index 2020,4,64,IMD Smart City Index 2020,11/12/2020,22965,1,0,0,0,0,17,7,18,18,7,11,0,0,18,15,8,13,18,11,0,0,0,0,0,0,0,0,0,0,0,13,0,15,5,0,0,156,156,3668,0,0,0,302,1,0,0,162,162,0,0,0,0,0,0,30,4,79,52,49,53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,234,1,0,8,8,20,9,9,9,16,163,240,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,126,0,146,0,0,58,4,62,10,58,54,262,262,0,0,0,0,1,315,315,315,315,315,9,1,1,20,0,0,0,0,0,0,0,0,3,2,113,0,0,160,2,0,14,14,14,275,106,0,45,329,22,329,19,0,0,0,2965,1,330,7,180,0,0,0,0,0,710,264,264,297,297,99,260,346,0,0,0,0,0,0,0,22,344,0,0,58,0,0,0,0,0,0,0,29,0,0,9,0,0,0,30,137,137,137,22,15,196,1240,0,0,0,0,0,1,0,0,48,48,68,69,69,69,0,1,0,0,0,207,0,254,0,0,0,7,0,0,0,30,80,50,0,0,1,0,22,22,22,0,0,0,0,1,1,0,1,324,0,0,0,0,0,0,0,0,0,365,365,65,365,365,1,9,383,383,383,47,383,56,0,0,0,0,0,0,0,0,65,1,0
Copenhagen,"smart city,circular city",59,68.6,66.1,80.1,1268000,IMD Smart City Index 2020,9,6,IMD Smart City Index 2020,11/12/2020,28296,2,6,0,1,0,6,4,7,7,3,3,0,0,7,3,9,5,7,3,0,0,0,5,0,0,1,0,0,0,0,9,1,3,0,0,0,1062,1062,624,1,0,0,253,2,0,0,931,930,0,0,0,0,0,0,5,5,231,166,164,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,2,2,3,2,2,0,132,925,1394,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,877,1,893,0,0,170,1,173,6,169,167,52,52,2,5,10,5,0,268,268,268,268,268,2,0,0,9,0,0,0,0,0,0,0,0,14,2,524,0,0,1059,2,8,164,163,163,1584,489,0,14,275,5,275,4,0,0,0,521,0,275,15,1124,0,0,0,0,0,312,52,52,269,269,51,263,311,12,12,12,12,12,12,12,14,281,0,0,170,0,0,0,0,0,2,12,7,0,0,14,0,11,0,21,665,665,665,134,119,1247,30,0,0,12,0,0,2,0,0,18,18,22,33,33,33,5,2,0,0,0,51,0,52,0,0,0,4,0,12,0,11,179,168,5,5,0,0,14,14,14,0,0,0,0,2,2,0,2,278,0,0,0,0,0,0,0,13,0,302,302,26,302,302,0,2,347,347,347,18,347,25,0,0,0,0,13,36,0,0,1,0,1
Denver,smart city,58.5,59.3,47.7,77.7,2599000,IMD Smart City Index 2020,7,35,IMD Smart City Index 2020,11/12/2020,201421,6,28,0,0,0,41,20,42,42,22,22,0,0,42,31,25,48,42,22,0,0,0,27,0,0,4,0,0,0,0,34,1,26,17,0,0,5158,5158,3538,1,0,0,1548,6,0,0,4883,4883,0,0,0,0,0,0,8,5,478,382,381,382,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,18,415,0,0,20,20,45,25,25,18,2915,4893,6362,41,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,49,0,27,4832,1,4909,0,0,391,1,432,37,391,382,11539,11608,2,19,31,19,2,1575,1575,1575,1575,1575,20,2,2,52,0,0,0,0,0,0,0,0,4,3,3683,0,0,5163,9,31,299,299,299,6755,3646,0,84,1602,53,1602,8,0,0,0,2369,2,1607,25,5237,0,0,0,0,0,1119,11557,11626,1590,1590,221,1530,1669,33,33,33,33,33,33,33,51,1616,0,0,395,0,0,0,0,0,0,73,65,2,5,23,0,41,0,66,3825,3825,3825,134,109,5355,62,0,1,248,0,0,18,0,0,54,54,63,66,66,66,32,14,0,0,0,3836,0,11561,0,0,0,5,0,289,0,42,433,391,7,7,0,0,48,48,48,0,0,0,0,11,11,0,13,1580,0,0,0,0,0,0,0,33,0,1645,1645,113,1644,1644,1,20,1814,1814,1814,59,1814,91,0,0,0,0,34,23,0,0,4,0,1
Dubai,smart city,81.1,89.2,90.9,71.1,2415000,IMD Smart City Index 2020,6,43,IMD Smart City Index 2020,11/12/2020,50320,0,4,0,0,0,24,14,26,26,12,12,0,0,26,33,69,14,26,12,0,0,0,2,0,0,1,0,0,0,0,7,1,32,15,0,0,1677,1677,2996,1,0,0,459,0,0,0,771,771,0,0,0,0,0,0,15,6,548,501,498,508,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,35,0,0,22,22,24,23,23,20,44,773,1922,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,20,1329,1,1343,0,0,548,10,635,93,548,511,30,30,0,2,7,2,6,474,481,481,481,481,22,6,6,26,0,0,0,0,0,0,0,0,6,0,583,0,0,1686,12,9,339,339,339,2284,558,0,72,526,18,526,10,0,0,0,1446,6,527,55,1825,0,0,0,0,0,2155,30,30,512,512,175,479,587,9,9,9,9,9,9,9,33,533,0,0,553,0,0,0,0,0,0,3,31,0,1,63,0,5,0,143,672,672,672,84,31,1855,262,0,2,7,0,0,5,0,0,37,37,50,56,56,56,5,4,4,0,0,29,0,30,0,0,0,3,0,7,0,103,625,522,21,21,0,0,32,32,32,0,0,0,0,4,4,2,4,521,0,0,0,0,0,0,0,9,0,564,564,71,564,564,4,21,680,680,680,48,680,56,0,0,0,0,11,97,0,0,6,1,8
Dublin,smart city,61.8,68.9,59.2,72.5,1169000,IMD Smart City Index 2020,7,34,IMD Smart City Index 2020,11/12/2020,2356081,56,531,34,0,2,1717,590,2149,2149,723,1559,5,5,2149,5419,1032,2074,2149,1559,0,5,17,435,17,17,127,17,17,17,17,177,33,5414,2536,9,9,77927,77929,89279,33,0,0,22206,58,9,0,41746,41747,2,2,2,2,2,0,165,119,15832,14668,14651,14724,617,6,6,6,6,6,6,6,4,4,4,5,5,7,29,24,24,24,24,24,24,24,9,9,19,175,23,22,22,0,162,162,171,162,725,363,13,0,2648,2648,2685,2687,2687,2596,6066,41791,68227,2149,42,5,0,5,0,5,0,0,13,13,13,13,13,13,13,1640,26,5050,55752,37,62809,5,5,15134,74,15681,533,15138,14800,883,888,109,285,714,285,73,24102,24290,24293,24296,24298,2682,73,73,2733,5,5,5,5,5,5,5,5,165,52,52046,5,5,78026,940,767,20224,20226,20227,95649,50107,16,5908,26514,2567,26523,107,5,5,5,83923,73,27896,1871,83894,6,6,1,6,6,1609,887,892,26839,26843,10396,20901,34709,912,912,912,912,912,913,913,850,28661,2,2,15271,5,5,5,5,5,14,128,3560,150,264,1985,0,33,73,2339,58480,58477,58477,6275,4401,88385,522,0,48,92,0,9,1284,6,1,3700,3700,5670,6257,6256,6256,80,1031,0,6,146,1098,325,1208,6,0,1,120,132,90,0,658,15686,15028,10,10,17,9,839,839,839,6,6,6,6,891,891,150,1026,27711,9,6,6,6,6,6,6,910,32,32225,32227,11173,32229,32229,23,2668,35495,35497,35496,4329,35501,9099,1,1,1,1,986,105,6,6,84,3,28
Dusseldorf,smart city,61.8,57.6,60.9,61.1,617000,IMD Smart City Index 2020,8,13,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geneva,smart city,59.8,62.7,57.3,70.1,371000,IMD Smart City Index 2020,9,7,IMD Smart City Index 2020,11/12/2020,37939,53,12,1,0,0,13,9,16,16,9,7,0,0,16,34,11,9,16,7,0,0,0,12,0,0,1,0,0,0,0,4,0,34,19,0,0,1505,1505,1142,0,0,0,264,54,0,0,950,950,0,0,0,0,0,0,7,5,246,185,184,186,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,4,10,0,0,23,23,24,24,24,22,248,951,1514,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,16,1182,1,1198,0,0,190,2,207,17,190,185,13,13,2,8,12,8,2,278,279,279,280,280,25,2,2,26,0,0,0,0,0,0,0,0,4,0,844,0,0,1517,2,13,304,304,304,1861,823,0,36,295,16,295,6,0,0,0,1004,2,295,41,1595,0,0,0,0,0,741,13,13,286,286,93,262,330,17,17,17,17,17,17,17,38,298,0,0,195,0,0,0,0,0,0,1,20,3,4,12,0,19,1,53,1089,1089,1090,238,197,1792,20,0,1,22,0,0,14,0,0,18,18,20,23,23,23,13,13,0,0,2,13,1,13,0,0,0,955,0,22,0,19,209,190,0,0,0,0,38,38,38,0,0,0,0,11,11,1,12,294,0,0,0,0,0,0,0,17,0,327,327,57,327,327,0,26,352,352,352,18,352,53,0,0,0,0,17,6,0,0,2,0,0
Gothenburg,"smart city,circular city",50.6,63.1,57.3,87.1,557000,IMD Smart City Index 2020,7,31,IMD Smart City Index 2020,11/12/2020,21998,5,5,0,1,0,10,6,10,10,5,4,0,0,10,5,9,5,10,4,0,0,0,4,0,0,0,0,0,0,0,15,0,4,2,1,1,594,594,406,0,0,0,309,5,0,0,513,513,0,0,0,0,0,0,6,5,104,64,64,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,3,25,0,0,2,2,11,3,3,2,73,511,720,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,411,0,422,0,0,68,1,81,14,68,67,9,9,5,0,5,0,0,324,324,324,324,324,2,0,0,17,0,0,0,0,0,0,0,0,2,0,370,0,0,591,4,6,166,166,166,908,360,0,33,351,5,351,2,0,0,0,268,0,352,17,628,0,0,0,0,0,824,9,9,342,342,73,333,360,11,11,11,11,11,11,11,72,355,0,0,70,0,0,0,0,0,0,7,11,0,3,12,0,1,0,33,547,547,547,179,162,789,16,0,0,2,0,1,6,0,0,14,14,20,24,24,24,8,4,0,0,1,4,0,8,0,0,0,4,0,2,0,18,87,69,4,4,0,1,72,72,72,0,0,0,0,4,4,0,4,350,1,0,0,0,0,0,0,11,0,363,363,18,363,363,1,2,370,370,370,16,370,14,0,0,0,0,13,45,0,0,1,0,0
