city,population_2020,population_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Incheon,2801039,World Population Review,10/27/2020,731169,8,61,3,0,0,521,203,687,687,225,484,0,0,687,266,209,655,688,484,0,0,0,48,0,0,22,0,0,0,0,156,1,261,109,0,0,14473,14474,30752,1,0,0,12402,8,0,0,6703,6702,0,0,0,0,0,0,43,28,4397,3719,3707,3736,195,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,223,103,7,0,131,131,143,136,136,122,437,6710,11119,691,44,0,0,0,0,0,0,0,3,3,3,3,3,3,3,404,5,1551,8812,63,10705,0,0,3800,28,4580,808,3800,3778,328,328,16,37,84,37,14,12993,13070,"13,070",13070,13070,131,14,14,277,0,0,0,0,0,0,0,0,71,12,11008,0,0,"14,528",113,89,"5,148","5,149","5,149","18,272","10,360",7,"2,498","14,497",802,"14,501",8,0,0,0,"29,853",14,"15,015",751,"16,735",0,0,0,0,0,"5,401",328,328,"14,781","14,783","3,765",12874,17728,115,115,115,115,115,115,115,92,15011,0,0,3806,0,0,0,0,0,3,32,1021,4,0,685,0,1,4,1501,12571,12571,12571,1463,716,17371,527,0,5,9,0,0,11,0,0,1518,1518,2288,2433,2433,2433,10,9,1,0,8,260,1,329,0,0,0,6,0,9,0,811,4596,3785,0,0,0,0,92,92,92,0,0,0,0,6,6,6,9,14916,0,0,0,0,0,0,0,117,11,16584,16586,3591,16593,16592,16,131,17590,17591,17590,1486,17592,2919,0,0,0,0,141,18,0,0,118,4,15
Indianapolis,875929,World Population Review,10/27/2020,26356,0,2,0,0,0,4,0,4,4,3,4,0,0,4,3,3,6,4,4,0,0,1,2,1,1,1,1,1,1,1,1,0,2,2,0,0,521,521,10065,0,0,0,175,0,0,0,460,460,0,0,0,0,0,0,6,6,67,49,49,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,50,0,0,2,2,2,2,2,2,38,461,604,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,424,0,437,0,0,60,0,78,19,60,49,18,265,0,1,2,1,0,176,177,177,177,177,2,0,0,3,0,0,0,0,0,0,0,0,0,0,381,0,0,525,5,2,89,89,89,705,370,0,21,187,6,187,4,0,0,0,332,0,188,14,568,0,0,0,0,0,426,18,264,184,184,40,173,198,2,2,2,2,2,2,2,34,187,0,0,61,0,0,0,0,0,0,3,9,1,2,20,0,24,0,31,415,415,415,37,25,589,21,0,0,0,0,0,5,0,0,9,9,14,14,14,14,4,4,1,0,0,265,0,265,0,0,0,0,0,0,0,21,83,62,7,7,0,0,34,34,34,0,0,0,0,4,4,0,4,188,0,0,0,0,0,0,0,2,0,195,195,19,195,195,0,2,218,218,218,13,218,13,0,0,0,0,4,10,0,0,0,0,0
Jacksonville,926371,World Population Review,10/27/2020,17015,0,2,0,0,0,3,3,5,5,2,2,0,0,5,6,3,4,5,2,0,0,0,1,0,0,0,0,0,0,0,3,0,6,5,0,0,431,432,531,0,0,0,225,0,0,0,351,351,0,0,0,0,0,0,4,2,65,45,42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,5,6,5,5,5,25,350,480,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,347,0,358,0,0,53,5,71,21,53,51,247,248,1,1,3,1,0,232,232,231,231,231,5,0,0,8,0,0,0,0,0,0,0,0,1,0,291,0,0,430,3,3,74,74,74,568,284,0,20,242,7,242,5,0,0,0,419,0,244,9,453,0,0,0,0,0,646,247,248,235,235,50,219,260,4,4,4,4,4,4,4,4,244,0,0,55,0,0,0,0,0,1,2,11,1,0,2,0,15,1,23,340,340,340,46,39,486,26,0,0,1,0,0,2,0,0,17,17,20,21,21,21,12,2,0,0,0,246,3,246,0,0,0,0,0,1,0,22,74,52,3,3,0,0,4,4,4,0,0,0,0,2,2,1,2,241,0,0,0,0,0,0,0,4,0,260,260,27,260,260,0,5,276,276,276,19,276,21,0,0,0,0,4,11,0,0,1,0,2
Johannesburg,5782747,World Population Review,10/27/2020,531238,19,11,1,0,0,90,13,143,143,77,129,0,0,142,47,4067,132,142,129,0,0,0,11,0,0,1,0,0,0,0,13,0,47,14,2,2,4900,4901,32039,0,0,0,10918,20,0,0,2432,2432,0,0,0,0,0,0,69,8,1040,979,978,984,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,75,5394,0,0,21,21,25,21,21,17,143,"2,438","4,440",143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,218,2787,7,4108,0,0,3984,6,4074,98,3988,3941,1943,1943,3,8,12,8,3,11290,11296,"11,298",11301,11303,21,3,3,29,0,0,0,0,0,0,0,0,8,0,3518,0,0,"4,918",51,12,818,818,818,"6,623","3,471",0,638,"11,823",135,"11,826",19,0,0,0,"28,908",3,"11,875",83,"5,762",0,0,0,0,0,"2,499","1,946","1,946","11,818","11,818","1,047",11552,15375,13,13,13,13,13,13,13,62,13532,0,0,4173,0,0,0,0,0,0,35,140,13,17,753,0,36,1,600,3757,3758,3758,264,181,5883,358,0,2,28,0,2,32,1,1,2857,2857,2918,3018,3018,3018,26,21,1,1,3,35,2,1950,1,0,1,17,0,28,0,535,4763,4228,2,2,0,2,65,65,65,1,1,1,1,20,20,2,21,11978,2,1,1,1,1,1,1,13,3,14118,14119,2371,14125,14126,3,23,18776,18774,18773,1932,18770,2282,1,1,1,1,23,121,0,0,17,0,7
Kansas City,505198,World Population Review,10/27/2020,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kaohsiung City,2783298,population.city,10/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kawaguchi,585776,population.city,10/27/2020,10985,2,27,0,0,0,5,0,6,6,3,6,0,0,6,3,1,7,6,6,0,0,1,26,1,1,1,1,1,1,1,3,1,2,1,53,53,128,128,140,1,0,0,119,2,0,0,324,324,0,0,0,0,0,0,3,0,153,23,23,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1,1,4,2,2,1,18,326,414,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,7,110,2,117,0,0,26,0,28,1,26,23,38,38,1,19,33,19,0,124,124,124,124,124,1,0,0,4,0,0,0,0,0,0,0,0,0,0,50,0,0,127,1,32,8,8,8,437,47,0,18,134,7,134,1,0,0,0,88,0,133,12,147,0,0,0,0,0,350,38,38,106,106,36,99,319,34,34,34,34,34,34,34,6,130,0,0,28,0,0,0,0,0,0,0,9,0,0,2,0,0,0,13,83,83,83,26,14,167,2,0,0,0,0,52,0,0,0,212,212,213,213,213,213,0,0,0,0,0,37,0,38,0,0,0,0,0,0,0,2,31,29,0,0,0,52,6,6,6,0,0,0,0,0,0,0,0,131,52,0,0,0,0,0,0,34,0,136,136,9,136,136,0,1,345,345,345,210,345,9,0,0,0,0,35,138,0,0,2,0,2
Kazan,1272063,World Population Review,10/27/2020,52660,10,1,0,0,0,6,5,8,8,1,3,0,0,8,27,707,3,8,3,0,0,0,1,0,0,0,0,0,0,0,22,0,27,5,0,0,925,925,735,0,0,0,1371,12,0,0,1137,1137,0,0,0,0,0,0,12,8,120,88,88,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,3,3,3,1,13,0,0,22,22,26,23,23,18,43,1143,1812,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,840,0,843,0,0,89,0,89,1,90,89,21,21,0,1,1,1,1,1386,1386,"1,386",1386,1386,23,1,1,27,0,0,0,0,0,0,0,0,1,0,243,0,0,933,1,1,88,88,88,"1,909",236,0,16,"1,400",4,"1,400",1,0,0,0,296,1,"1,400",9,951,0,0,0,0,0,477,21,21,"1,406","1,406",53,1401,1447,1,1,1,1,1,1,1,5,1428,0,0,88,0,0,0,0,0,0,7,2,0,3,4,0,0,0,9,292,292,292,50,41,992,117,0,1,0,0,0,8,0,0,33,33,36,36,36,36,0,7,0,0,0,14,0,21,0,0,0,4,0,0,0,2,89,87,0,0,0,0,6,6,6,0,0,0,0,5,5,1,7,1419,0,0,0,0,0,0,0,1,0,1451,1451,39,1451,1451,0,21,1476,1476,1476,33,1476,32,0,0,0,0,1,191,0,0,4,0,37
Kolkata,14850066,World Population Review,10/27/2020,11914,0,2,0,0,0,8,7,8,8,1,1,0,0,8,18,0,1,8,1,0,0,0,1,0,0,0,0,0,0,0,10,0,16,6,0,0,249,249,314,0,0,0,176,0,0,0,223,223,0,0,0,0,0,0,9,5,66,44,44,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,18,0,0,9,9,17,14,14,9,9,224,372,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,202,3,204,0,0,54,1,64,11,54,47,7,8,1,1,2,1,3,208,214,214,214,214,12,3,3,18,0,0,0,0,0,0,0,0,0,0,116,0,0,248,20,2,47,47,47,421,106,0,31,237,1,237,219,0,0,0,211,3,236,15,282,0,0,0,0,0,147,7,8,216,216,117,215,245,3,3,3,3,3,3,3,7,236,0,0,56,0,0,0,0,0,0,0,32,0,1,10,0,1,0,27,149,149,149,32,18,304,72,0,1,0,0,0,2,0,0,5,5,25,26,26,26,0,2,0,0,0,2,0,8,0,0,0,0,0,0,0,18,73,55,2,2,0,0,7,7,7,0,0,0,0,2,2,0,2,239,0,0,0,0,0,0,0,3,0,246,246,25,246,246,0,11,258,258,258,25,258,6,0,0,0,0,3,44,0,0,14,0,6
Krasnodar,957214,World Population Review,10/27/2020,21217,18,3,0,0,0,8,6,14,14,2,8,1,1,14,24,3,11,14,8,0,1,0,2,0,0,0,0,0,0,0,17,0,22,9,0,0,610,610,684,0,0,0,203,22,0,0,615,615,0,0,0,0,0,0,26,20,118,86,85,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,3,19,0,0,14,14,26,17,17,14,125,616,829,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,34,3,19,506,4,514,0,0,93,3,98,6,93,89,15,15,1,1,5,1,1,223,225,225,225,225,15,1,1,27,1,1,1,1,1,1,1,1,7,0,364,0,0,613,10,5,100,100,100,945,334,0,49,246,18,246,1,1,1,1,484,1,253,20,667,1,0,0,0,0,362,15,15,234,234,91,203,278,6,6,6,6,6,6,6,47,258,0,0,92,0,0,0,0,0,2,59,26,0,2,6,0,4,0,24,447,447,447,71,50,722,150,0,0,1,0,0,8,0,0,49,49,62,62,62,62,0,4,0,0,0,13,1,16,0,0,0,3,0,1,0,9,100,91,0,0,0,0,47,47,47,0,0,0,0,4,4,0,4,260,0,0,0,0,0,0,0,6,1,277,277,68,277,277,8,14,340,340,340,53,340,55,0,0,0,0,8,214,0,0,4,0,36
Kyiv,2988000,MacroTrends,10/27/2020,202847,345,39,2,0,0,720,625,733,733,101,108,2,2,733,150,113,125,733,108,0,2,0,31,0,0,5,0,0,0,0,128,2,146,74,2,2,4712,4713,4693,2,0,1,3072,352,0,0,5661,5661,0,0,0,0,0,0,67,39,1233,735,725,739,81,0,0,0,0,0,0,0,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,13,13,13,82,56,0,0,91,91,196,104,104,96,482,5663,7709,730,2,2,1,2,1,2,1,1,0,0,0,0,0,0,0,147,4,154,"3,732",22,3993,2,2,799,10,854,64,797,750,368,371,8,31,44,31,13,3182,3187,"3,187",3187,3187,100,13,13,208,2,2,2,2,2,2,2,2,20,10,2471,2,2,"4,728",43,45,773,773,773,"8,779","2,357",1,281,"3,276",169,"3,276",16,2,2,2,"3,254",13,"3,302",138,"5,099",2,2,1,2,2,"3,115",370,373,"3,224","3,224","1,208",3007,3573,52,52,52,52,52,52,52,116,3318,0,0,796,2,2,2,2,2,1,538,192,1,18,86,1,13,0,205,3020,3020,3020,499,361,5436,733,0,8,104,0,2,50,3,2,175,175,325,351,351,351,33,33,0,3,4,344,17,385,3,0,2,106,0,115,0,86,884,798,19,19,0,2,116,116,116,3,3,3,3,30,30,0,31,3296,2,3,3,3,3,3,3,52,0,3477,3477,381,3476,3477,4,101,4324,4324,4323,203,4321,332,2,2,1,2,55,253,0,0,20,0,48
La Paz,1857797,World Population Review,10/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Vegas,662000,World Population Review,10/27/2020,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leeds,798825,population.city,10/27/2020,68795,17,43,2,0,0,23,14,24,24,8,10,0,0,24,10,33,13,24,10,0,0,0,41,0,0,7,0,0,0,0,20,0,9,3,0,0,1079,1079,4508,0,0,0,505,17,0,0,1421,1420,0,0,0,0,0,0,7,5,480,176,174,177,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,6,0,0,0,0,6,6,6,6,7,40,0,0,8,8,11,9,9,5,97,1427,2012,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,26,896,2,949,0,0,178,3,180,5,178,177,20,21,4,31,54,31,0,543,544,544,544,545,8,0,0,23,0,0,0,0,0,0,0,0,2,1,487,0,0,"1,088",12,51,181,181,181,"2,252",473,1,65,578,21,578,3,0,0,0,"1,689",0,581,"3,221","4,335",0,0,0,0,0,928,20,21,566,565,140,529,769,60,60,60,60,60,60,60,11,594,0,0,177,0,0,0,0,0,0,47,38,0,8,9,0,27,0,2295,2865,2864,2864,2373,79,3482,201,0,0,481,0,0,31,0,0,61,61,75,118,118,118,8,20,0,0,0,19,2,23,0,0,0,368,0,484,0,8,187,179,0,0,0,0,12,12,12,0,0,0,0,19,19,0,20,587,0,0,0,0,0,0,0,61,4,715,714,141,714,709,0,8,959,958,958,58,959,136,0,0,0,0,67,5,0,0,6,0,1
Leipzig,591052,World Population Review,10/27/2020,24763,4,3,1,0,4,6,4,7,7,3,3,0,0,7,13,9,3,7,3,0,0,0,3,0,0,1,0,0,0,0,9,0,11,3,0,0,939,939,362,0,0,0,212,4,0,0,805,805,4,4,4,4,4,0,9,7,103,57,57,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,2,2,2,2,21,0,0,5,5,7,7,7,3,301,809,974,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,698,1,702,0,0,61,0,71,12,61,58,11,12,1,1,4,1,0,215,216,216,216,216,5,0,0,12,0,0,0,0,0,0,0,0,1,0,695,0,0,941,5,3,232,232,232,"1,219",683,0,30,240,6,240,2,0,0,0,243,0,240,14,983,0,0,0,0,0,226,11,12,190,190,74,183,211,4,4,4,4,4,4,4,23,237,4,4,61,0,0,0,0,0,0,1,7,0,2,16,0,6,0,24,989,990,992,309,295,1263,15,0,0,0,0,0,7,0,0,7,7,12,13,13,13,14,7,0,0,0,11,0,12,0,0,0,11,0,0,0,15,75,60,0,0,0,0,23,23,23,0,0,0,0,5,5,0,6,239,0,0,0,0,0,0,0,4,0,249,249,17,249,249,2,5,256,256,256,12,256,13,0,0,0,0,4,22,0,0,2,0,2
