country_code,country,population_2020,population_source,gini_value,gini_year,gini_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
KE,Kenya,53521116,Worldometers,40.8,2015,Index Mundi,10/25/2020,48630,1,4,0,0,0,34,21,35,35,14,14,0,0,35,64,7,20,35,14,0,0,0,4,0,0,5,0,0,0,0,13,0,64,24,0,0,1829,1830,1415,0,0,0,339,1,0,0,1254,1253,0,0,0,0,0,0,27,16,295,230,231,238,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,10,15,1,0,26,26,26,29,29,25,94,1257,2014,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,60,1356,7,1366,0,0,452,6,496,50,451,440,13,13,4,5,6,5,5,401,404,404,404,404,28,5,5,37,0,0,0,0,0,0,0,0,3,0,1045,0,0,1825,13,5,456,456,456,2497,1019,0,100,429,61,429,8,0,0,0,927,5,442,41,1917,0,0,0,0,0,1049,13,13,416,416,207,336,500,10,10,10,10,10,10,10,12,451,0,0,443,0,0,0,0,0,0,3,74,1,2,27,0,12,0,80,1184,1184,1184,129,88,2013,104,0,5,2,0,0,25,0,0,62,62,83,89,89,89,1,16,0,0,1,11,0,13,0,0,0,16,0,2,0,56,499,443,0,0,0,0,12,12,12,0,0,0,0,11,11,2,15,454,0,0,0,0,0,0,0,10,0,483,483,131,483,483,6,29,546,546,546,73,546,102,0,0,0,0,12,36,0,0,18,0,30
KG,Kyrgyz Republic,6501804,Worldometers,27.3,2017,Index Mundi,10/25/2020,15107,87,8,0,0,0,7,6,7,7,1,1,0,0,7,44,5,3,7,1,0,0,0,8,0,0,1,0,0,0,0,11,0,40,12,0,0,497,497,297,0,0,0,161,88,0,0,431,431,0,0,0,0,0,0,0,0,93,66,66,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,16,16,23,20,20,15,76,433,666,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,404,1,406,0,0,74,5,90,21,74,74,13,13,0,5,8,5,2,171,173,173,173,173,16,2,2,25,0,0,0,0,0,0,0,0,1,0,247,0,0,498,3,8,92,92,92,764,227,0,11,174,4,174,2,0,0,0,215,2,175,9,526,0,0,0,0,0,41,13,13,167,167,42,160,204,8,8,8,8,8,8,8,3,188,0,0,75,0,0,0,0,0,0,32,7,0,0,0,0,0,0,19,302,302,302,54,45,571,90,0,0,2,0,0,3,0,0,24,24,28,31,31,31,1,2,0,0,1,12,1,14,0,0,0,9,0,2,0,23,93,70,0,0,0,0,4,4,4,0,0,0,0,0,0,2,2,183,0,0,0,0,0,0,0,8,1,199,199,29,199,199,0,16,247,247,247,24,247,14,0,0,0,0,9,70,0,0,1,0,17
KH,Cambodia,16671185,Worldometers,0,N/A,N/A,10/25/2020,55075,4,0,0,0,0,24,15,29,29,7,14,0,0,29,21,13,19,29,14,0,0,0,0,0,0,0,0,0,0,0,8,0,21,10,0,0,780,780,2132,0,0,0,1090,6,0,0,875,875,0,0,0,0,0,0,38,8,160,128,128,130,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,2,0,12,12,17,12,12,12,41,881,1299,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,2,28,558,1,618,0,0,156,2,199,29,156,140,955,955,0,0,1,0,0,1091,1094,1094,1094,1095,12,0,0,18,0,0,0,0,0,0,0,0,0,2,446,0,0,779,22,1,161,161,161,1525,433,1,69,1125,29,1125,1,0,0,0,1856,0,1129,30,921,0,0,0,0,0,725,954,954,1091,1091,385,1053,1208,2,2,2,2,2,2,2,1,1137,0,0,172,0,0,0,0,0,0,3,38,0,0,35,0,0,0,71,580,580,580,60,29,953,82,0,0,3,0,0,0,0,0,74,74,106,110,110,110,4,0,0,0,0,787,1,965,0,0,0,1,0,3,0,52,225,173,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,2,0,1186,1186,111,1186,1186,2,13,1229,1229,1229,88,1230,61,0,0,0,0,2,34,0,0,8,0,7
KI,Kiribati,119069,Worldometers,37,2006,Index Mundi,10/25/2020,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,4,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KM,Comoros,865696,Worldometers,45.3,2014,Index Mundi,10/25/2020,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,0,0,0,4,0,0,0,10,10,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,1,1,1,12,7,0,0,4,0,4,0,0,0,0,2,0,3,0,9,0,0,0,0,0,4,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,3,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0
KN,Saint Kitts and Nevis,53123,Worldometers,0,N/A,N/A,10/25/2020,926,0,0,0,0,0,1,0,1,1,1,1,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,34,34,76,0,0,0,4,0,0,0,14,14,0,0,0,0,0,0,0,0,9,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,2,2,6,14,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,25,0,0,8,0,8,0,8,8,0,0,0,0,0,0,0,4,4,4,4,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,35,0,0,10,10,10,36,21,0,1,4,1,4,0,0,0,0,65,0,4,0,34,0,0,0,0,0,18,0,0,4,4,3,3,5,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,29,29,29,9,9,43,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,5,5,2,5,5,0,2,5,5,5,0,5,2,0,0,0,0,0,1,0,0,0,0,0
KP,North Korea,25756088,Worldometers,0,N/A,N/A,10/25/2020,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,7,2,7,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,7,7,0,0,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
KR,South Korea,51260395,Worldometers,31.6,2012,Index Mundi,10/25/2020,3541870,104,380,45,0,0,2469,1029,3189,3191,1371,2162,0,0,3191,2521,1153,2531,3192,2163,0,0,8,352,8,8,117,8,8,8,8,5821,3,1821,783,0,0,64357,64359,100323,3,0,0,65194,116,1,0,59736,59742,0,0,0,0,0,1,727,408,27862,13686,13560,13823,1136,6,6,6,6,6,6,6,25,25,25,1,1,2,28,14,14,14,14,14,14,14,3,3,3,24,4,3,3,0,21,21,24,21,1202,4137,56,0,984,984,2005,1718,1718,892,2976,59908,94803,3195,383,0,0,0,0,0,0,0,5,5,5,5,5,5,5,8262,39,10005,51293,246,54827,0,0,14250,155,15961,1876,14150,13932,1023,1033,61,288,504,288,142,72685,72995,73000,73006,73013,1030,142,142,6575,0,0,0,0,0,0,0,0,383,81,29617,0,0,64161,559,521,11225,11224,11226,110485,26910,19,12883,75884,3065,75901,2253,0,0,0,74359,142,76771,2222,69679,0,0,0,0,0,156202,1011,1022,71482,71487,20720,60480,78810,607,608,609,609,609,609,609,1730,77030,0,0,14271,0,0,0,0,0,6,145,9877,21,35,1357,0,23,10,3860,34551,34556,34564,4721,2494,72386,13298,0,94,64,0,0,85,0,0,4516,4516,5963,6337,6337,6337,288,66,41,0,16,847,9,1035,0,0,0,176,1,64,0,2162,16343,14183,21,21,45,0,1754,1755,1756,0,0,0,0,59,59,9,66,77096,0,0,0,0,0,0,0,611,26,81386,81395,15616,81403,81413,45,1024,84374,84378,84384,4626,84403,13852,0,0,0,0,671,1189,1,1,1930,14,62
KW,Kuwait,4257495,Worldometers,0,N/A,N/A,10/25/2020,28652,0,0,0,1,0,16,5,16,16,6,11,0,0,16,7,1,15,16,11,0,0,0,0,0,0,0,0,0,0,0,31,0,6,2,0,0,330,330,480,0,0,0,185,0,0,0,3240,3240,0,0,0,0,0,0,19,11,113,61,61,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,6,58,0,0,3,3,7,4,4,2,36,3252,3419,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,266,3,276,0,0,68,2,100,34,68,63,2,2,2,0,0,0,0,193,193,193,193,193,3,0,0,33,0,0,0,0,0,0,0,0,0,0,161,0,0,328,5,0,54,54,54,3497,140,0,29,201,19,201,1,0,0,0,219,0,202,13,366,0,0,0,0,0,669,2,2,195,195,62,173,231,2,2,2,2,2,2,2,13,205,0,0,70,0,0,0,0,0,0,27,23,0,1,11,0,7,0,44,179,179,179,17,4,371,130,0,0,0,0,0,2,0,0,30,30,36,39,39,39,5,1,0,0,1,0,0,2,0,0,0,4,0,0,0,37,104,67,0,0,0,0,13,13,13,0,0,0,0,1,1,0,1,203,0,0,0,0,0,0,0,2,0,228,228,36,228,228,0,3,255,255,255,33,254,31,0,0,0,0,2,346,0,0,2,0,5
KY,Cayman Islands,65564,Worldometers,0,N/A,N/A,10/25/2020,1063,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,25,102,0,0,0,14,0,0,0,18,18,0,0,0,0,0,0,0,0,6,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,18,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,23,0,0,4,0,6,2,4,4,0,0,0,0,0,0,0,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,0,0,2,2,2,33,8,0,3,16,1,16,13,0,0,0,16,0,17,0,27,0,0,0,0,0,22,0,0,15,15,6,12,17,0,0,0,0,0,0,0,1,16,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,20,20,20,10,10,37,2,0,0,0,0,0,1,0,0,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,4,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,16,0,0,0,0,0,0,0,0,0,17,17,4,17,17,0,0,18,18,18,3,18,3,0,0,0,0,0,5,0,0,0,0,1
KZ,Kazakhstan,18730568,Worldometers,27.5,2017,Index Mundi,10/25/2020,102868,117,14,0,0,0,64,32,92,92,31,60,0,0,92,210,28,69,92,60,0,0,2,12,2,2,3,2,2,2,2,58,0,210,85,1,1,3084,3084,3379,0,0,0,1054,128,0,0,2922,2922,0,0,0,0,0,0,33,21,676,541,537,544,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,1,0,14,14,14,14,26,62,8,0,125,125,141,129,129,114,293,2930,4395,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2,122,2461,3,2494,0,0,565,7,652,94,566,557,70,70,1,12,19,12,15,1144,1151,1151,1151,1150,131,15,15,152,0,0,0,0,0,0,0,0,14,2,1484,0,0,3090,16,19,592,592,592,5047,1425,0,208,1219,103,1219,10,0,0,0,2620,15,1240,77,3233,0,0,0,0,0,971,68,68,1221,1221,393,1028,1521,21,21,21,21,21,21,21,38,1281,0,0,565,0,0,0,0,0,0,157,144,13,24,26,0,11,3,171,1743,1743,1743,253,176,3411,643,0,7,63,0,1,47,0,0,183,183,293,311,311,311,2,43,0,0,0,54,5,73,0,0,0,54,0,63,0,107,669,563,2,2,0,1,40,40,40,0,0,0,0,41,41,2,43,1264,1,0,0,0,0,0,0,22,0,1409,1409,328,1409,1408,1,130,1631,1631,1631,193,1632,299,0,0,0,0,22,277,0,0,34,0,84
LA,Laos,7253719,Worldometers,36.4,2012,Index Mundi,10/25/2020,8413,0,0,0,0,0,9,8,10,10,1,2,0,0,10,12,3,6,10,2,0,0,0,0,0,0,0,0,0,0,0,4,0,13,7,0,0,233,233,337,0,0,0,114,0,0,0,184,184,0,0,0,0,0,0,12,6,49,38,38,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,9,9,10,9,9,7,24,183,310,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,189,1,192,0,0,43,2,55,14,43,41,8,8,1,0,0,0,0,118,119,119,119,119,9,0,0,11,0,0,0,0,0,0,0,0,0,0,111,0,0,235,5,0,43,43,43,357,108,0,19,126,7,126,1,0,0,0,224,0,126,3,240,0,0,0,0,0,51,8,8,117,117,40,105,132,1,1,1,1,1,1,1,1,125,0,0,41,0,0,0,0,0,0,3,8,0,0,2,0,1,0,16,128,128,128,18,15,256,20,0,0,2,0,0,0,0,0,9,9,16,16,16,16,0,0,0,0,1,50,44,52,0,0,0,1,44,2,0,16,54,38,3,3,12,0,1,1,1,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,1,0,130,130,22,130,130,1,9,149,149,149,13,149,17,0,0,0,0,1,14,0,0,5,2,0
LB,Lebanon,6831445,Worldometers,31.8,2011,Index Mundi,10/25/2020,110508,0,1,0,0,0,7,4,8,8,2,4,0,0,8,4,6,5,8,4,0,0,0,1,0,0,0,0,0,0,0,5,0,3,1,0,0,1581,1581,1740,0,0,0,3190,0,0,0,3320,3320,0,0,0,0,0,0,7,7,87,59,59,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,51,1,0,2,2,4,3,3,2,17,3329,4595,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,7,1429,7,1430,0,0,62,1,83,21,62,60,7,7,0,0,1,0,0,3198,3199,3199,3199,3199,2,0,0,6,0,0,0,0,0,0,0,0,1,0,315,0,0,1586,9,1,146,146,146,4767,303,0,23,3211,7,3211,1,0,0,0,160,0,3212,13,1606,0,0,0,0,0,936,6,6,3168,3168,56,3157,3186,1,1,1,1,1,1,1,5,3195,0,0,64,0,0,0,0,0,0,3,11,2,3,2,0,8,0,34,350,350,350,31,18,1624,78,0,0,1,0,0,16,0,0,15,15,26,28,28,28,0,3,0,0,0,5,0,6,0,0,0,1,0,1,0,24,86,62,1,1,0,0,5,5,5,0,0,0,0,2,2,0,2,3203,0,0,0,0,0,0,0,1,0,3210,3210,29,3210,3212,0,2,3241,3242,3242,24,3242,19,0,0,0,0,1,34,0,0,4,0,8
LC,Saint Lucia,183458,Worldometers,0,N/A,N/A,10/25/2020,768,0,0,0,0,0,2,0,2,2,2,2,0,0,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,20,20,26,0,0,0,7,0,0,0,19,20,0,0,0,0,0,0,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,2,1,0,20,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,19,0,0,5,3,5,3,5,5,0,0,0,0,0,0,1,6,9,9,9,9,2,1,1,2,0,0,0,0,0,0,0,0,0,0,19,0,0,19,3,0,2,2,2,29,17,0,5,9,2,9,0,0,0,0,11,1,9,0,24,0,0,0,0,0,24,0,0,6,6,5,4,9,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,19,19,19,0,0,24,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,9,5,9,9,0,2,9,9,9,3,9,2,0,0,0,0,0,1,0,0,0,0,0
LI,Liechtenstein,38106,Worldometers,0,N/A,N/A,10/25/2020,3769,0,0,0,0,0,2,2,2,2,3,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,141,141,83,0,0,0,31,0,0,0,114,114,0,0,0,0,0,0,0,0,22,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,1,0,15,114,173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,103,1,105,0,0,19,0,21,2,19,19,28,28,0,0,0,0,0,33,33,33,33,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,74,0,0,143,1,0,39,39,39,217,73,0,3,36,0,36,0,0,0,0,45,0,36,3,151,0,0,0,0,0,13,28,28,35,35,13,34,39,0,0,0,0,0,0,0,0,37,0,0,19,0,0,0,0,0,0,0,1,0,0,4,0,1,0,6,96,96,96,22,19,170,6,0,0,0,0,0,3,0,0,3,3,4,4,4,4,3,2,0,0,0,28,0,28,0,0,0,0,0,0,0,3,21,18,2,2,0,0,0,0,0,0,0,0,0,2,2,1,2,37,0,0,0,0,0,0,0,0,0,37,37,3,37,37,0,1,38,38,38,3,38,1,0,0,0,0,0,1,0,0,0,0,0
