country_code,country,GDP,GCI,globalrank,population_2020,population_source,factor_sources,overall_performance,factor_knowledge,factor_technology,factor_future_readiness,subfact_know_talent,subfact_know_training_education,subfact_know_scientific_concentration,subfact_tech_regulatory_framework,subfact_tech_capital,subfact_tech_technological_framework,subfact_fr_adaptive_attitudes,subfact_fr_business_agility,subfact_fr_it_integration,gini_value,gini_year,gini_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
AM,Armenia,8787.58,0.176,23,2963000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.4,2018,Index Mundi,11/14/2020,308472,5,4,0,0,0,4,2,5,5,2,3,0,0,5,17,4,8,5,3,0,0,0,4,0,0,0,0,0,0,0,4,0,17,6,0,0,736,736,327,0,0,0,195,8,0,0,599,599,0,0,0,0,0,0,8,6,193,125,124,125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,9,1,0,7,7,8,7,7,7,45,602,934,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,18,608,4,619,0,0,130,1,142,14,130,124,14,14,0,3,5,3,0,206,207,207,207,207,7,0,0,10,0,0,0,0,0,0,0,0,1,1,350,0,0,732,3,5,119,119,119,1071,331,1,35,219,287,6623,48,0,0,0,4644,7,6651,555,26170,0,0,0,0,0,7080,4864,5105,6190,6191,1937,5797,7030,155,155,155,155,155,155,155,293,6748,3,3,1910,0,0,0,0,0,2,108,405,3,20,237,0,203,2,1074,20755,20756,20758,5346,4786,30972,432,0,7,43,0,0,97,0,0,402,402,610,651,651,651,280,73,2,0,1,5117,49,5180,0,0,0,333,23,43,0,602,2506,1903,48,48,0,0,294,294,294,0,0,0,0,63,63,8,72,6728,0,0,0,0,0,0,0,156,7,7216,7216,822,7217,7218,6,144,8203,8204,8206,548,8207,545,0,0,0,0,169,216,1,1,47,2,15
AW,Aruba,N/A,N/A,N/A,107000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,11/14/2020,1243204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,99,0,0,0,6,0,0,0,9,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,18,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,23,0,0,5,5,5,31,5,0,3,10,1931,38480,562,0,0,0,56821,52,39626,1685,64217,1,1,1,1,1,13063,3959,3968,39112,39124,10197,34058,46367,1166,1166,1166,1166,1166,1166,1166,3137,40219,15,15,17511,0,0,0,0,0,12,678,2875,73,143,2076,0,1938,55,2536,45725,45725,45727,8238,6546,70927,1098,0,26,4975,0,3,793,1,1,3516,3516,5175,5548,5549,5549,263,624,3,1,66,3765,135,4122,1,0,1,266,100,5024,0,1044,18603,17564,63,63,15,3,3146,3146,3147,2,2,2,2,572,572,74,615,40232,3,2,2,2,2,2,2,1166,43,44597,44604,8990,44614,44618,18,445,51593,51601,51606,3264,51617,7658,2,2,2,2,1257,568,2,2,119,8,287
AU,Australia,44648.71,0.765,3,25500000,United Nations,IMD World Digital Competitiveness ,15,17,14,17,6,28,19,6,13,20,5,43,12,34.4,2014,Index Mundi,11/14/2020,1128595,265,711,29,4,17,1537,730,1875,1875,631,1145,0,0,1876,1147,9415,1582,1878,1148,0,0,24,615,24,24,144,24,24,24,24,215,30,1126,323,3,3,59234,59235,70727,30,0,0,34117,299,6,0,34676,34681,16,16,16,16,16,0,347,249,13812,10250,10218,10299,517,2,2,2,2,2,2,2,3,3,3,6,6,7,6,24,24,24,23,23,23,23,8,8,9,103,16,9,9,0,105,105,113,105,585,1583,6,0,414,415,517,467,467,417,5536,34746,57518,1885,67,0,0,0,0,0,0,0,11,11,11,11,11,11,11,2182,23,4120,41942,107,45510,0,0,17434,69,18260,912,17434,17317,3967,3975,130,416,976,415,51,35478,35612,35614,35619,35631,438,51,51,558,0,0,0,0,0,0,0,0,252,26,37396,0,0,58959,400,998,15711,15639,15637,76142,35339,28,5975,38471,0,10,0,0,0,0,78,0,10,0,23,0,0,0,0,0,82,2,2,10,10,6,10,20,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,8,8,8,2,2,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,20,9,20,20,0,0,22,22,22,0,22,9,0,0,0,0,0,6,0,0,0,0,1
AT,Austria,45436.69,0.676,6,9006000,United Nations,IMD World Digital Competitiveness ,17,11,28,16,12,12,14,24,30,33,21,21,9,29.7,2017,Index Mundi,11/14/2020,376985,128,102,4,4,3,278,140,300,300,153,160,0,0,299,202,135,192,299,159,0,0,3,91,3,3,21,3,3,3,3,109,3,184,125,0,0,25365,25366,7802,3,0,0,5928,129,1,0,20431,20431,3,3,3,3,3,0,115,87,2617,1760,1735,1776,110,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,1,1,1,12,1,1,1,0,13,13,14,13,118,594,2,0,142,142,182,163,163,135,6379,20482,27926,299,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,979,1,241,20300,19,20606,0,0,1858,21,2386,558,1839,1779,4858,5100,17,71,126,70,7,6052,6059,6059,6058,6062,143,7,7,236,0,0,0,0,0,0,0,0,29,6,15528,0,0,25266,168,131,4692,4671,4672,32694,15048,5,977,6621,2,24,0,0,0,0,12,0,25,2,105,0,0,0,0,0,28,0,0,21,21,5,19,29,0,0,0,0,0,0,0,1,26,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,73,73,73,11,9,114,1,0,0,0,0,0,4,0,0,1,1,5,5,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,12,0,0,0,0,1,1,1,0,0,0,0,2,2,0,2,26,0,0,0,0,0,0,0,0,0,30,30,6,30,30,0,0,30,30,30,4,30,2,0,0,0,0,0,1,0,0,0,0,0
AZ,Azerbaijan,15847.42,0.529,11,10139000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.6,2005,Index Mundi,11/14/2020,24070,5,0,0,0,0,8,2,12,12,5,10,0,0,12,20,6,15,12,10,0,0,0,0,0,0,0,0,0,0,0,16,0,19,7,0,0,1023,1023,555,0,0,0,153,5,0,0,326,326,0,0,0,0,0,0,5,4,258,73,73,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,17,0,0,13,13,19,14,14,11,37,326,827,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,626,0,632,0,0,73,0,88,14,73,72,365,365,0,0,0,0,3,166,167,167,167,167,12,3,3,23,0,0,0,0,0,0,0,0,352,0,502,0,0,1026,3,0,395,396,396,1229,496,0,31,177,15,176,1,0,0,0,409,3,182,29,1068,0,0,0,0,0,263,368,368,176,176,63,151,214,0,0,0,0,0,0,0,2,191,0,0,78,0,0,0,0,0,0,7,23,0,1,4,0,1,0,38,600,600,600,92,63,1133,125,0,2,5,0,0,2,0,0,21,21,28,37,37,37,0,1,0,0,0,365,0,368,0,0,0,4,0,5,0,12,90,78,0,0,0,0,2,2,2,0,0,0,0,1,1,0,1,184,0,0,0,0,0,0,0,0,0,201,201,44,201,201,0,13,245,245,245,24,245,32,0,0,0,0,0,36,0,0,3,0,15
BS,Bahamas,27717.85,0.147,24,393000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,11/14/2020,18722,0,5,0,0,0,15,0,16,16,15,16,0,0,16,2,0,17,16,16,0,0,0,3,0,0,2,0,0,0,0,1,0,2,1,0,0,100,100,104,0,0,0,36,0,0,0,75,75,0,0,0,0,0,0,1,1,17,13,13,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,1,1,2,1,1,1,4,75,115,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,65,0,68,0,0,13,0,13,0,13,13,0,0,0,5,5,5,0,38,38,38,37,37,1,0,0,2,0,0,0,0,0,0,0,0,0,0,60,0,0,98,1,5,30,30,30,148,52,0,18,38,11,469,13,0,0,0,349,3,472,34,1118,0,0,0,0,0,2970,12,13,463,463,70,445,507,9,9,9,9,9,9,9,7,477,0,0,155,0,0,0,0,0,1,4,15,0,1,4,0,4,0,61,446,446,446,106,72,1192,223,0,1,30,0,0,5,0,0,19,19,29,33,33,33,0,4,0,0,0,13,0,13,0,0,0,4,0,31,0,28,185,157,37,37,2,0,7,7,7,0,0,0,0,2,2,2,4,475,0,0,0,0,0,0,0,9,0,497,497,36,497,497,0,38,575,575,575,27,575,34,0,0,0,0,9,46,0,0,8,0,5
BH,Bahrain,43290.7,0.294,19,1702000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,11/14/2020,79952,0,2,0,0,0,18,16,18,18,6,2,0,0,18,31,1,2,18,2,0,0,0,2,0,0,1,0,0,0,0,3,0,31,8,0,0,1379,1379,2899,0,0,0,8464,0,0,0,466,466,0,0,0,0,0,0,25,25,386,356,355,356,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,2,36,0,0,8,8,10,9,9,8,19,467,726,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,612,2,740,0,0,357,1,374,18,357,356,3,3,1,1,4,1,1,8376,8376,8376,8379,8387,9,1,1,10,0,0,0,0,0,0,0,0,1,0,1094,0,0,1378,6,4,755,756,756,1616,1094,0,15,8468,0,34,1,0,0,0,47,0,34,2,84,0,0,0,0,0,40,0,0,35,35,8,34,44,0,0,0,0,0,0,0,0,36,0,0,9,0,0,0,0,0,0,0,1,0,0,3,0,9,0,8,43,43,43,5,3,87,7,0,0,0,0,0,0,0,0,4,4,5,5,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,15,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,41,41,3,41,41,0,0,45,45,45,4,45,1,0,0,0,0,0,14,0,0,1,0,1
BD,Bangladesh,3523.984,0.294,19,164689000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.4,2016,Index Mundi,11/14/2020,194658,20,13,0,0,1,551,282,794,794,276,512,0,0,795,90,24,517,795,512,0,0,1,11,1,1,4,1,1,1,1,28,0,85,42,0,0,4499,4499,7108,0,0,0,3264,23,0,0,3837,3837,1,1,1,1,1,0,267,57,1055,824,826,835,265,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,2,7,3,3,3,0,5,5,7,5,268,23,0,0,50,50,69,57,57,49,236,3844,6395,803,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,1,538,3752,14,3899,0,0,894,8,984,93,895,854,520,521,2,10,18,10,2,3368,3380,3380,3380,3380,51,2,2,70,0,0,0,0,0,0,0,0,24,1,1833,0,0,4488,64,16,585,584,584,7094,1716,0,810,3595,545,3596,15,0,0,0,4596,2,3598,142,4796,0,0,0,0,0,1571,517,518,3517,3518,1287,2933,3809,21,21,21,21,21,21,21,16,3623,1,1,910,0,0,0,0,0,0,63,615,5,7,84,0,5,3,203,2186,2186,2186,318,176,4983,212,0,1,55,0,0,19,0,0,128,128,196,208,208,208,0,14,0,0,3,40,0,521,0,0,0,4,0,58,0,116,1037,921,1,1,0,0,15,15,15,0,0,0,0,14,14,0,14,3632,0,0,0,0,0,0,0,21,2,3770,3771,758,3772,3772,5,52,3961,3961,3961,175,3962,673,0,0,0,0,24,463,0,0,118,3,64
BB,Barbados,16978.07,0.176,23,287000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,11/14/2020,392404,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,86,0,0,0,33,0,0,0,55,55,0,0,0,0,0,0,0,0,16,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,55,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,63,0,63,0,0,7,0,14,7,7,7,0,0,0,0,0,0,0,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,79,0,0,16,15,15,118,39,0,1,34,620,7218,93,1,1,1,14154,39,7322,490,21146,1,0,0,0,0,4683,682,1384,7045,7045,2144,6150,8160,263,263,263,263,263,263,263,29088,7622,1,1,1860,1,1,1,1,1,7,296,753,43,97,192,0,144,30,803,15409,15409,15409,3449,2958,24137,661,0,27,234,0,0,416,1,0,753,753,982,1063,1063,1063,97,334,5,0,19,1418,48,1430,1,0,0,343,26,239,0,424,2241,1817,82,82,0,0,29255,29259,29267,0,0,0,0,286,285,51,326,7435,0,0,0,0,1,0,0,262,3,8052,8052,1579,8053,8052,12,281,8652,8651,8651,878,8653,1135,0,0,0,0,269,131,0,0,40,0,8
BY,Belarus,17167.97,0.176,23,9449000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.4,2018,Index Mundi,11/14/2020,50628,468,31,2,0,0,53,41,137,137,17,96,0,0,137,134,81,104,136,96,0,0,0,25,0,0,4,0,0,0,0,34,3,132,72,0,0,2481,2481,3522,3,0,0,1183,488,0,0,2210,2210,0,0,0,0,0,0,33,25,488,324,314,328,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,8,0,0,0,0,8,8,8,8,9,65,1,0,92,92,105,95,95,79,362,2216,3119,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,208,2063,5,2098,0,0,345,5,369,31,336,321,29,29,4,18,37,18,2,1280,1292,1292,1292,1291,91,2,2,106,0,0,0,0,0,0,0,0,5,3,1410,0,0,2478,46,37,386,387,387,3512,1375,0,319,1406,2,29,5,0,0,0,31,1,29,4,198,0,0,0,0,0,15,1,1,29,29,9,25,37,3,3,3,3,3,3,3,0,31,0,0,29,0,0,0,0,0,0,0,2,0,0,3,0,3,0,18,113,113,113,19,15,213,5,0,0,0,0,0,5,0,0,7,7,7,10,10,10,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,24,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,31,0,0,0,0,0,0,0,3,0,34,34,9,34,34,0,4,36,36,36,7,36,7,0,0,0,0,3,3,0,0,0,0,0
BE,Belgium,42658.58,0.441,14,11590000,United Nations,IMD World Digital Competitiveness ,25,21,19,25,20,31,21,19,21,29,24,35,26,27.4,2017,Index Mundi,11/14/2020,593213,117,146,4,0,1,437,161,535,535,227,374,1,1,536,443,150,430,535,374,0,1,4,130,4,4,26,4,4,4,4,149,5,417,220,0,0,20302,20304,18365,5,0,0,6411,123,0,0,21015,21016,1,1,1,1,1,0,124,81,2591,1745,1722,1768,181,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,4,4,4,4,4,3,3,6,67,11,9,9,0,67,67,70,67,224,460,5,0,280,280,328,314,314,253,4577,21073,26904,538,24,1,0,1,0,0,0,0,4,4,4,4,4,4,4,823,4,706,16788,8,17424,0,0,1864,36,2180,362,1855,1782,668,1369,27,101,209,101,37,6701,6736,6736,6736,6736,282,37,37,371,1,1,1,1,1,1,1,1,52,7,11916,0,0,20283,185,215,3242,3223,3225,30693,11657,7,1241,7213,245,5932,1164,17,17,17,7815,15,5952,424,20807,21,18,12,19,19,12658,3095,3103,5604,5603,1623,5263,6678,240,240,240,240,241,241,241,156,6080,0,0,1392,17,17,17,17,17,0,221,436,3,21,136,5,11,2,528,10395,10394,10394,2857,2433,23268,824,0,6,451,0,2,83,21,11,566,566,1014,1050,1050,1050,65,53,3,19,1,2922,18,3150,21,0,9,197,1,456,0,186,1582,1397,28,28,0,2,162,162,162,19,19,19,19,51,51,2,53,6004,2,20,20,20,22,20,20,243,5,6492,6494,963,6496,6497,11,546,7859,7860,7860,769,7859,574,13,11,4,13,251,452,0,0,41,0,41
BZ,Belize,7824.362,0.176,23,398000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.3,1999,Index Mundi,11/14/2020,161317,24,1,0,0,0,2,2,2,2,0,0,0,0,2,8,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,5,0,0,1174,1174,501,0,0,0,70,24,0,0,179,179,0,0,0,0,0,0,1,1,19,17,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,5,5,5,5,5,63,179,1205,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1114,0,1122,0,0,19,1,24,6,19,16,11,11,0,1,1,1,0,70,70,70,70,70,5,0,0,5,0,0,0,0,0,0,0,0,0,0,114,0,0,1155,0,1,31,31,31,1209,99,0,3,71,3,8477,2,0,0,0,2703,1,8552,26,1426,0,0,0,0,0,210,3,3,8567,8573,62,8569,8628,5,5,5,5,5,5,5,8,8609,0,0,363,0,0,0,0,0,0,4,4,0,4,2,0,6,0,47,1177,1176,1176,70,44,1468,43,0,1,7,0,0,12,0,0,15,15,23,25,25,25,0,12,0,0,5,1,0,3,0,0,0,0,0,7,0,29,395,366,0,0,1,0,8,8,8,0,0,0,0,12,12,0,12,8775,0,0,0,0,0,0,0,5,0,8836,8838,57,8843,8845,4,8,8894,8893,8896,20,8900,43,0,0,0,0,5,13,0,0,3,0,2
BJ,Benin,2064.236,0.176,23,12123000,United Nations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.8,2015,Index Mundi,11/14/2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,120,120,41,0,0,0,16,0,0,0,70,70,0,0,0,0,0,0,0,0,12,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,1,1,15,69,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,78,0,78,0,0,11,0,12,1,11,11,0,0,0,0,0,0,0,18,18,18,18,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,65,0,0,118,0,0,40,39,39,148,65,0,2,18,0,16,0,0,0,0,20,0,16,0,52,0,0,0,0,0,2,0,0,16,16,2,16,18,0,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,20,20,1,1,53,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,16,0,16,16,0,0,16,16,16,0,16,0,0,0,0,0,0,2,0,0,1,0,0
