city,population_2020,population_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010,,,,,,,,,,,,,,,,,,,,
Jerusalem,931000,World Population Review,11/16/2020,7136,0,5,0,0,0,4,3,4,4,0,1,0,0,4,2,12,1,4,1,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,176,176,223,0,0,0,103,0,0,0,137,137,0,0,0,0,0,0,0,0,39,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,379,0,0,0,0,0,0,0,0,10,138,248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,141,0,148,0,0,28,0,62,34,28,28,4,4,0,5,5,5,0,104,104,104,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,174,0,6,31,31,31,288,58,0,7,109,3,109,0,0,0,0,182,0,110,7,191,0,0,0,0,0,136,4,4,107,107,17,103,123,6,6,6,6,6,6,6,4,114,0,0,28,0,0,0,0,0,0,12,3,2,3,1,0,2,0,41,77,77,77,10,3,193,32,0,0,4,0,0,4,0,0,10,10,10,12,12,12,1,3,0,0,0,4,0,4,0,0,0,0,0,5,0,38,66,28,0,0,0,0,4,4,4,0,0,0,0,3,3,0,3,114,0,0,0,0,0,0,0,6,0,123,123,14,123,123,1,0,140,140,140,9,140,10,0,0,0,0,6,11,0,0,0,0,3,123,1,0,140,140,140,9,140,10,0,0,0,0,6,11,0,0,0,0,3
Johannesburg,5782000,World Population Review,11/14/2020,692849,22,9,1,0,1,54,15,118,118,44,103,0,0,118,61,8347,108,118,103,0,0,0,8,0,0,1,0,0,0,0,16,0,60,19,4,4,4594,4595,32162,0,0,0,13773,24,0,0,2552,2552,1,1,1,1,1,0,54,8,822,750,750,754,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39,5280,0,0,29,29,34,31,31,23,133,"2,558","4,295",117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,148,2461,6,3839,0,0,8202,4,8294,97,8201,8185,2001,2002,5,5,10,5,4,14253,14259,"14,260",14260,14263,30,4,4,37,0,0,0,0,0,0,0,0,9,0,3908,0,0,"4,635",46,9,810,810,810,"6,527","3,853",0,631,"14,596",114,"14,597",23,0,0,0,"27,922",3,"14,496",75,"5,759",0,0,0,0,0,"2,364","1,992","1,993","14,453","14,453",959,14106,23593,15,15,15,15,15,15,15,69,15853,1,1,8236,0,0,0,0,0,0,42,123,14,19,1131,0,40,1,201,4171,4171,4171,285,210,5979,369,0,2,25,0,4,33,0,0,2575,2574,2631,2777,2777,2777,33,22,0,0,4,37,3,1999,0,0,0,14,0,25,0,143,8401,8258,4,4,0,4,69,69,69,0,0,0,0,21,21,2,22,14602,4,0,0,0,0,0,0,15,2,23110,23115,8881,23123,23125,5,30,27851,27864,27879,1822,27897,8733,0,0,0,0,20,165,0,0,18,0,6,,,,,,,,,,,,,,,,,,,,
Kansas City,505000,World Population Review,11/14/2020,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kaohsiung City,2783000,Population.City,11/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Karachi,16093000,World Population Review,11/16/2020,26603,1,2,1,0,0,15,8,15,15,7,7,0,0,15,17,2,7,15,7,0,0,0,1,0,0,1,0,0,0,0,5,0,16,7,0,0,681,681,802,0,0,0,295,1,0,0,285,285,0,0,0,0,0,0,8,7,232,213,211,215,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,68,0,0,9,9,12,10,10,9,16,286,746,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,10,576,1,589,0,0,226,4,233,10,226,218,554,555,1,1,2,1,2,305,310,310,310,310,9,2,2,12,0,0,0,0,0,0,0,0,1,0,226,0,0,683,13,3,99,99,99,861,217,0,34,325,9,325,1,0,0,0,680,2,327,26,742,0,0,0,0,0,1409,554,555,312,312,65,298,358,4,4,4,4,4,4,4,2,331,0,0,230,0,0,0,0,0,0,2,12,0,0,20,0,4,0,32,281,281,281,46,20,764,191,0,2,0,0,0,1,0,0,25,25,46,55,55,55,1,1,0,0,0,539,3,558,0,0,0,2,0,0,0,17,243,226,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,4,0,347,347,46,347,347,1,9,380,380,380,39,380,28,0,0,0,0,5,74,0,0,10,0,10,347,1,9,380,380,380,39,380,28,0,0,0,0,5,74,0,0,10,0,10
Kawaguchi,585000,Population.City,11/14/2020,10932,1,27,0,0,0,5,0,6,6,3,6,0,0,6,1,2,6,6,6,0,0,1,26,1,1,1,1,1,1,1,2,1,1,0,57,57,149,149,93,1,0,0,115,1,0,0,315,315,0,0,0,0,0,0,4,0,151,27,27,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,2,0,0,0,23,317,410,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,6,128,2,136,0,0,32,1,34,2,32,28,3,3,2,19,34,19,0,118,119,119,119,119,0,0,0,2,0,0,0,0,0,0,0,0,0,0,65,0,0,148,1,33,10,10,10,431,61,0,17,129,6,129,2,0,0,0,44,0,129,10,170,0,0,0,0,0,327,2,2,106,106,34,100,327,36,36,36,36,36,36,36,4,130,0,0,34,0,0,0,0,0,0,0,8,0,0,3,0,0,0,10,94,94,94,20,10,182,6,0,0,0,0,58,0,0,0,223,223,224,224,224,224,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,36,34,0,0,0,58,4,4,4,0,0,0,0,0,0,0,0,129,58,0,0,0,0,0,0,36,0,133,132,8,132,132,0,0,352,352,352,221,352,11,0,0,0,0,37,121,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,
Kazan,1272000,World Population Review,11/14/2020,48087,9,1,0,0,0,8,7,9,9,1,2,0,0,9,26,703,2,9,2,0,0,0,1,0,0,0,0,0,0,0,21,0,26,6,0,0,783,783,763,0,0,0,1274,13,0,0,1125,1126,0,0,0,0,0,0,9,7,116,83,83,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,1,10,0,0,20,20,25,21,21,17,49,1128,1695,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,710,0,713,0,0,84,0,84,1,84,83,19,19,0,1,1,1,1,1284,1284,"1,284",1284,1284,21,1,1,27,0,0,0,0,0,0,0,0,1,0,199,0,0,784,1,1,72,72,72,"1,773",191,0,20,"1,301",3,"1,302",2,0,0,0,302,1,"1,262",6,775,0,0,0,0,0,465,19,19,"1,262","1,262",56,1244,1316,1,1,1,1,1,1,1,9,1276,0,0,83,0,0,0,0,0,0,7,5,0,3,5,0,0,0,6,240,240,240,42,36,812,114,0,1,0,0,0,8,0,0,31,31,33,33,33,33,0,7,0,0,0,12,0,19,0,0,0,2,0,0,0,2,84,82,0,0,0,0,9,9,9,0,0,0,0,5,5,1,7,1272,0,0,0,0,0,0,0,1,0,1313,1313,56,1313,1313,0,19,1337,1337,1337,32,1336,53,0,0,0,0,1,218,0,0,3,0,39,,,,,,,,,,,,,,,,,,,,
Kolkata,14850000,World Population Review,11/14/2020,12896,0,3,0,0,0,6,5,6,6,1,1,0,0,6,22,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,14,1,20,8,0,0,278,278,306,1,0,0,188,0,0,0,226,226,0,0,0,0,0,0,9,6,76,55,54,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,16,0,0,12,12,22,18,18,12,12,225,384,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,221,2,224,0,0,65,2,78,15,65,57,9,10,1,1,3,1,4,220,226,226,226,226,16,4,4,24,0,0,0,0,0,0,0,0,0,0,135,0,0,279,15,3,54,54,54,445,126,0,42,260,1,260,210,0,0,0,209,4,256,20,317,0,0,0,0,0,161,9,10,241,241,135,240,268,4,4,4,4,4,4,4,4,256,0,0,66,0,0,0,0,0,0,0,32,0,1,10,0,1,0,36,172,172,172,35,15,334,76,0,2,0,0,0,2,0,0,5,5,21,22,22,22,0,2,0,0,0,3,0,10,0,0,0,0,0,0,0,21,85,64,1,1,0,0,4,4,4,0,0,0,0,2,2,0,2,258,0,0,0,0,0,0,0,4,0,264,264,19,264,264,0,16,276,276,276,20,276,5,0,0,0,0,4,50,0,0,15,0,5,,,,,,,,,,,,,,,,,,,,
Krasnodar,957000,World Population Review,11/14/2020,20924,19,3,0,0,0,6,5,14,14,1,9,0,0,14,28,1,11,14,9,0,0,0,0,0,0,0,0,0,0,0,22,0,25,9,0,0,605,605,700,0,0,0,204,25,0,0,610,610,0,0,0,0,0,0,23,18,116,84,83,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,1,17,0,0,16,16,30,19,19,15,117,611,825,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,18,495,4,502,0,0,91,3,96,6,91,87,13,13,1,0,5,0,0,216,218,218,218,218,16,0,0,31,0,0,0,0,0,0,0,0,6,0,356,0,0,606,7,5,106,106,106,941,330,0,43,238,15,238,1,0,0,0,483,0,238,21,648,0,0,0,0,0,380,12,12,221,221,78,192,261,6,6,6,6,6,6,6,60,243,0,0,91,1,1,1,1,1,2,57,23,0,2,5,0,5,0,25,440,440,440,80,59,710,153,0,0,2,0,0,6,1,0,51,51,62,62,62,62,0,4,0,0,0,10,1,13,1,0,0,3,0,2,0,11,101,90,0,0,0,0,60,60,60,0,0,0,0,4,4,0,4,243,0,0,0,0,1,0,0,5,1,260,260,68,260,260,8,16,326,326,327,55,327,58,0,0,0,0,7,237,0,0,4,0,43,,,,,,,,,,,,,,,,,,,,
Kuwait City,4295000,worldometer,11/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyiv,2988000,macrotrends,11/14/2020,202053,328,33,1,0,0,714,618,725,725,97,107,3,3,725,150,189,124,725,107,0,3,0,24,0,0,2,0,0,0,0,111,2,149,73,3,3,4683,4683,4837,2,0,1,2990,335,0,0,5923,5923,0,0,0,0,0,0,74,43,1234,750,742,752,80,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,0,0,0,12,0,0,0,0,12,12,12,12,83,52,0,0,95,95,177,105,105,98,473,5949,7966,725,1,4,1,4,1,4,1,1,0,0,0,0,0,0,0,144,5,159,"3,654",22,3915,3,3,808,6,855,56,804,757,380,381,8,25,39,25,12,3114,3118,"3,118",3118,3118,103,12,12,189,4,4,4,4,4,4,4,4,19,9,2477,4,3,"4,690",39,39,831,831,831,"9,121","2,359",1,280,"3,215",167,"3,215",14,4,4,4,"3,445",12,"3,186",132,"5,010",4,3,1,3,3,"3,083",378,379,"3,115","3,115","1,198",2903,3448,48,48,48,48,48,48,48,126,3226,0,0,809,4,4,4,4,4,1,482,187,1,17,81,1,12,0,193,3026,3026,3026,517,385,5395,703,0,8,97,0,3,52,4,1,171,171,316,340,341,341,33,34,0,3,4,359,16,396,4,0,1,92,0,107,0,78,894,816,22,22,0,3,126,127,127,3,3,3,3,31,31,0,32,3212,3,3,3,3,4,3,3,48,0,3385,3385,365,3384,3384,2,101,4171,4171,4171,201,4172,324,1,1,0,1,53,278,0,0,18,1,40,,,,,,,,,,,,,,,,,,,,
La Paz,1857000,World Population Review,11/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Lahore,12642000,macrotrends,11/16/2020,83731,1,6,0,0,0,16,7,16,16,11,9,0,0,16,19,3,9,16,9,0,0,0,6,0,0,0,0,0,0,0,4,0,19,8,0,0,1700,1700,473,0,0,0,2238,1,0,0,1550,1550,0,0,0,0,0,0,18,12,154,109,109,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,9,50,0,0,12,12,12,12,12,12,24,1550,2920,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,12,1535,1,1543,0,0,121,1,139,21,121,114,73,73,1,1,6,1,0,2247,2247,2247,2247,2247,12,0,0,12,0,0,0,0,0,0,0,0,6,0,323,0,0,1705,8,6,157,157,157,3089,304,0,31,2262,12,2262,3,0,0,0,339,0,2263,44,1775,0,0,0,0,0,1881,73,73,2251,2251,63,2233,2294,7,7,7,7,7,7,7,1,2269,0,0,124,0,0,0,0,0,0,0,16,0,3,11,0,6,0,60,393,393,393,64,20,1794,211,0,0,0,0,0,3,0,0,28,28,36,41,41,41,2,3,0,0,0,45,0,73,0,0,0,0,0,0,0,29,152,123,1,1,0,0,1,1,1,0,0,0,0,3,3,0,3,2271,0,0,0,0,0,0,0,7,0,2290,2290,40,2290,2290,3,13,2330,2330,2330,34,2330,29,0,0,0,0,7,123,0,0,15,0,31,2290,3,13,2330,2330,2330,34,2330,29,0,0,0,0,7,123,0,0,15,0,31
Las Vegas,662000,World Population Review,11/14/2020,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Leeds,798000,Population.City,11/14/2020,47965,18,41,2,0,0,21,12,22,22,7,10,0,0,22,14,36,12,22,10,0,0,0,39,0,0,6,0,0,0,0,17,0,10,3,0,0,1017,1017,4562,0,0,0,519,19,0,0,1407,1407,0,0,0,0,0,0,13,8,453,161,159,162,6,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,6,0,0,0,0,6,6,6,6,6,35,0,0,8,8,14,12,12,5,94,1405,1945,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,23,832,2,885,0,0,164,3,167,6,164,163,14,15,3,29,52,29,0,552,554,554,554,554,8,0,0,20,0,0,0,0,0,0,0,0,2,2,493,0,0,"1,021",16,50,173,173,173,"2,172",478,1,64,585,17,585,6,0,0,0,"1,695",0,580,22,"1,059",0,0,0,0,0,949,15,16,564,564,126,534,791,58,58,58,58,58,58,58,8,593,0,0,166,0,0,0,0,0,0,41,32,0,8,12,0,19,0,24,578,578,578,87,65,1127,180,0,0,472,0,0,33,0,0,38,38,56,96,96,96,8,24,0,0,0,12,0,16,0,0,0,345,0,476,0,9,177,167,0,0,0,0,8,8,8,0,0,0,0,22,22,0,24,589,0,0,0,0,0,0,0,58,4,738,738,150,738,739,0,8,993,992,989,49,989,139,0,0,0,0,62,9,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,
