port,port_number,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Port 587,587,233828,24223,0,0,31,0,13,9,14,14,4,5,0,0,14,0,2,5,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,144,25427,0,0,0,0,0,0,0,0,0,0,36,26,133,68,67,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,86,7,96,12,86,77,0,0,0,0,0,0,0,149,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,16,154,8,154,2,0,0,0,42,0,157,0,0,0,0,0,0,0,0,0,0,147,147,47,135,166,0,0,0,0,0,0,0,4,158,0,0,95,0,0,0,0,0,0,21171,11,0,0,0,0,1318,0,11,0,0,0,0,0,0,0,0,0,77937,0,0,0,0,0,20,20,25,26,26,26,0,0,0,0,0,0,0,0,0,0,0,1,0,78171,0,22,108,86,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,159,159,22,159,159,0,0,252,252,252,24,252,16,0,0,0,0,0,0,0,0,0,0,0
Port 666,666,52869,0,1,0,0,0,18,14,24,24,4,10,0,0,24,0,7,11,24,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6167,1,0,0,1522,0,0,0,0,0,0,0,0,0,0,0,75,39,380,291,290,301,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,11,0,0,0,0,0,322,11,336,20,322,309,0,0,0,0,1,0,0,1544,1547,1547,1547,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,43,1563,15,1564,1,0,0,0,2824,0,1568,0,0,0,0,0,0,0,0,0,0,1551,1551,106,1521,1842,1,1,1,1,1,1,1,42,1573,0,0,331,0,0,0,0,0,0,0,26,0,0,0,0,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,78,81,81,81,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,65,375,310,0,0,0,0,41,41,41,0,0,0,0,0,0,0,0,1533,0,0,0,0,0,0,0,1,0,1779,1796,287,1796,1796,2,0,1916,1916,1916,57,1916,271,0,0,0,0,1,0,0,0,0,0,0
Port 830,830,11373,0,0,0,0,0,3,2,3,3,1,1,0,0,3,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4967,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,5,4,11,7,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,1,10,1,9,8,0,0,0,0,0,0,0,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,72,0,0,0,0,4587,0,72,0,0,0,0,0,0,0,0,0,0,72,72,3,71,72,0,0,0,0,0,0,0,3,72,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,9,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,66,67,2,67,67,0,0,77,77,77,1,77,2,0,0,0,0,0,0,0,0,0,0,0
Port 888,888,579458,0,0,0,0,0,40,5,40,40,35,35,0,0,40,0,6,39,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16467,16468,63,0,0,0,16521,0,0,0,392,392,0,0,0,0,0,0,16,6,144,109,109,110,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,68,0,0,0,0,0,0,0,0,184,393,462,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,38,368,0,16509,0,0,124,1,125,2,124,114,39,39,0,0,0,0,0,16587,16587,16588,16590,16590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16455,0,0,16541,3,0,18,18,18,16645,16455,0,52,16612,41,16614,0,0,0,0,42,0,16620,5,16572,0,0,0,0,0,425,39,39,16619,16619,90,16571,16637,0,0,0,0,0,0,0,2,16639,0,0,125,0,0,0,0,0,0,0,44,0,0,12,0,0,0,29,16517,16518,16519,25,20,16622,0,0,0,1,0,0,0,0,0,18,18,29,29,29,29,2,0,0,0,0,39,0,39,0,0,0,0,0,1,0,26,147,121,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,15799,0,0,0,0,0,0,0,0,0,15812,15920,57,15923,15923,2,0,15948,15949,15949,20,15949,51,0,0,0,0,0,0,0,0,0,0,0
Port 993,993,40075,1,0,0,0,0,14,10,15,15,4,5,0,0,15,0,2,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,733,342,342,139,0,0,0,1188,1,0,0,419,419,0,0,0,0,0,0,38,27,125,68,68,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,71,419,530,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,295,2,298,0,0,84,7,97,11,84,79,22,22,0,0,0,0,0,1205,1206,1206,1206,1206,0,0,0,0,0,0,0,0,0,0,0,0,1,1,198,0,0,343,4,0,46,46,46,583,187,0,14,1209,8,1209,2,0,0,0,108,0,1210,16,372,0,0,0,0,0,137,22,22,1204,1204,42,1193,1220,0,0,0,0,0,0,0,20,1212,0,0,95,0,0,0,0,0,0,1,11,0,0,6,0,0,0,24,256,256,256,54,38,410,0,0,0,0,0,737,0,0,0,14,14,19,20,20,20,3,0,0,0,0,15,1,19,0,0,0,1,0,0,0,25,113,88,0,0,0,730,20,20,20,0,0,0,0,0,0,0,0,1183,730,0,0,0,0,0,0,0,0,1187,1208,16,1209,1209,0,0,1295,1295,1295,17,1296,13,0,0,0,0,0,0,0,0,0,0,0
Port 999,999,339113,0,0,0,0,0,64,24,104,104,40,80,0,0,104,0,703,80,104,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,14063,0,0,0,0,0,0,0,0,0,0,0,5,5,30,18,18,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,0,0,0,0,0,0,0,0,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,79,0,0,0,0,0,170,2,176,9,170,20,0,0,0,0,0,0,0,14127,14127,14127,14127,14127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,92,14148,84,14148,0,0,0,0,92,0,14151,0,0,0,0,0,0,0,0,0,0,14153,14154,744,14066,14394,0,0,0,0,0,0,0,1,14164,0,0,171,0,0,0,0,0,0,0,85,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,34,33,49,241,241,240,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,12,169,157,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13461,0,0,0,0,0,0,0,0,0,13655,13765,300,13765,13765,0,0,16748,16748,16748,36,16749,297,0,0,0,0,0,0,0,0,0,0,0
Port 1024,1024,60147,0,0,0,0,0,28,23,76,76,4,53,0,0,76,0,2,53,76,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,0,1565,0,0,0,0,0,0,0,0,0,0,0,43,33,294,171,170,183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,55,0,0,0,0,0,267,14,386,38,267,213,0,0,0,0,0,0,0,1590,1594,1594,1594,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,295,1795,90,1795,0,0,0,0,831,0,1796,0,0,0,0,0,0,0,0,0,0,1766,1766,369,1669,2944,0,0,0,0,0,0,0,17,1802,0,0,365,0,0,0,0,0,0,0,96,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,77,78,78,78,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,84,439,355,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,1752,0,0,0,0,0,0,0,0,0,2883,2914,1228,2916,2916,1,0,3012,3012,3013,75,3013,1216,0,0,0,0,0,0,0,0,0,0,0
Port 3388,3388,28621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,1049,1049,1049,1049,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,1051,0,0,0,0,643,0,1051,0,0,0,0,0,0,0,0,0,0,1054,1054,2,1054,1057,0,0,0,0,0,0,0,2,1056,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3157,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,1026,1043,0,1043,1043,0,0,1044,1044,1044,1,1044,0,0,0,0,0,0,0,0,0,0,0,0
Port 3389,3389,342298,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45561,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,2,2,0,0,0,0,0,0,0,1057,1057,1057,1057,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1060,1,1060,0,0,0,0,45459,0,1061,0,0,0,0,0,0,0,0,0,0,1061,1061,7,1060,1068,0,0,0,0,0,0,0,10,1062,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,226871,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,1038,1050,4,1050,1050,0,0,1053,1053,1053,5,1053,1,0,0,0,0,0,0,0,0,0,0,0
Port 4000,4000,19985,0,1,0,0,0,6,5,8,8,1,3,0,0,8,0,2,3,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,533,533,909,0,0,0,304,0,0,0,299,299,0,0,0,0,0,0,14,8,68,36,36,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,70,299,396,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,241,1,245,0,0,52,3,55,6,52,43,165,168,0,0,1,0,0,306,309,309,309,309,0,0,0,0,0,0,0,0,0,0,0,0,31,1,436,0,0,533,3,1,291,291,291,692,429,0,16,313,9,313,1,0,0,0,731,0,313,12,560,0,0,0,0,0,267,165,168,307,307,41,295,323,1,1,1,1,1,1,1,14,314,0,0,54,0,0,0,0,0,0,0,9,0,0,10,0,3,0,20,560,560,560,121,109,669,0,0,0,0,0,0,1,0,0,22,22,26,30,30,29,12,1,0,0,0,154,12,155,0,0,0,19,12,0,0,15,59,44,0,0,0,0,13,13,13,0,0,0,0,0,0,1,1,281,0,0,0,0,0,0,0,1,0,282,282,14,282,282,0,0,300,300,300,21,300,15,0,0,0,0,1,0,0,0,0,0,0
Port 4444,4444,867784,0,1,0,0,0,8,6,9,9,2,3,0,0,9,0,1,3,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,842,842,1217,0,0,0,304,0,0,0,342,342,0,0,0,0,0,0,23,15,149,83,81,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,82,342,449,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,290,2,300,0,0,92,7,344,256,92,89,146014,146021,0,0,1,0,0,307,307,307,307,307,0,0,0,0,0,0,0,0,0,0,0,0,8,0,705,0,0,842,4,1,549,549,549,1012,696,0,113,414,4,414,28,0,0,0,818,0,414,16,869,0,0,0,0,0,1717,146014,146021,409,409,133,402,602,1,1,1,1,1,1,1,42,502,0,0,95,0,0,0,0,0,0,4,5,0,0,3,0,0,0,266,790,790,790,82,66,935,0,0,0,0,0,0,0,0,0,169,166,175,176,175,175,2,0,0,0,0,128171,17,124836,0,0,0,4,17,0,0,240,312,72,0,0,0,0,42,42,42,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,1,0,471,471,153,471,471,0,0,498,498,498,153,498,10,0,0,0,0,1,0,0,0,0,0,0
Port 4506,4506,39183,0,0,0,0,0,14,13,16,16,2,3,0,0,16,0,2,3,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1133,0,0,0,0,0,0,0,0,0,0,0,39,28,126,68,67,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,81,8,94,14,81,76,0,0,0,0,0,0,0,1142,1143,1143,1143,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,187,1322,6,1322,0,0,0,0,30,0,1323,0,0,0,0,0,0,0,0,0,0,1320,1320,222,1311,1777,0,0,0,0,0,0,0,4,1545,0,0,90,0,0,0,0,0,0,1,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,453,460,460,460,460,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,111,82,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,0,0,1728,1751,451,1751,1751,0,0,1827,1827,1827,458,1827,13,0,0,0,0,0,0,49,49,0,0,0
Port 4545,4545,3160,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,3,2,18,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,14,4,11,11,0,0,0,0,0,0,0,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,23,94,1,94,0,0,0,0,44,0,94,0,0,0,0,0,0,0,0,0,0,90,90,26,89,140,0,0,0,0,0,0,0,0,116,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,132,132,46,132,132,0,0,147,147,147,47,147,2,0,0,0,0,0,0,0,0,0,0,0
Port 4567,4567,59571,0,0,0,0,0,14,13,15,15,2,2,0,0,15,0,1,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,954,236,0,0,0,1280,0,0,0,448,448,0,0,0,0,0,0,41,28,189,105,99,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,77,448,581,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,329,3,345,0,0,125,15,142,27,125,119,80,83,0,0,0,0,0,1293,1294,1294,1294,1294,0,0,0,0,0,0,0,0,0,0,0,0,4,1,793,0,0,954,7,1,612,612,612,1213,778,0,191,1476,5,1476,1,0,0,0,177,0,1479,20,988,0,0,0,0,0,165,80,83,1469,1469,233,1461,1933,1,1,1,1,1,1,1,5,1707,0,0,133,0,0,0,0,0,0,0,10,0,0,5,0,1,0,36,894,894,894,97,77,1065,0,0,0,0,0,0,0,0,0,460,460,466,468,468,468,2,0,0,0,0,123,40,122,0,0,0,2,38,0,0,42,159,117,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,0,1,0,1880,1906,458,1907,1907,1,0,1999,1999,1999,464,1999,14,0,0,0,0,1,0,0,0,0,0,0
Port 5000,5000,173621,1,2,0,0,0,49,31,58,58,18,27,0,0,58,0,8,29,58,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4008,4008,1194,0,0,0,1921,1,0,0,4752,4752,0,0,0,0,0,0,82,50,2065,383,369,577,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,586,1,0,0,0,0,0,0,0,474,4761,6253,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,28,2665,3,2699,0,0,618,196,765,311,606,576,2777,2784,0,1,3,1,0,1997,1999,1999,1999,1999,0,0,0,0,0,0,0,0,0,0,0,0,254,1,2484,0,0,4017,18,3,1325,1325,1325,7627,2443,0,256,2201,43,2201,0,0,0,0,745,0,2213,118,4201,0,0,0,0,0,3774,2782,2789,2171,2171,445,2112,3396,3,3,3,3,3,3,3,41,2447,0,0,656,0,0,0,0,0,0,0,53,0,0,23,0,5,0,264,3090,3090,3090,583,465,4671,0,0,0,0,0,0,2,0,0,1170,1170,1209,1216,1216,1216,18,2,0,0,0,2861,107,2869,0,0,0,7,38,0,0,357,829,472,0,0,0,0,41,41,41,0,0,0,0,2,2,0,2,2153,0,0,0,0,0,0,0,3,1,2663,2684,562,2684,2684,1,0,3164,3164,3164,776,3164,84,0,0,0,0,5,0,0,0,0,0,0
Port 5003,5003,8547,0,0,0,0,0,4,4,4,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,8,4,40,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,26,4,21,21,0,0,0,0,0,0,0,251,251,251,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,268,0,268,0,0,0,0,28,0,268,0,0,0,0,0,0,0,0,0,0,268,268,27,268,435,0,0,0,0,0,0,0,0,301,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155,154,155,155,154,154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,23,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,252,0,0,0,0,0,0,0,0,0,334,335,78,335,335,0,0,388,388,388,104,388,1,0,0,0,0,0,0,0,0,0,0,0
