city,city_type,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,population_2020,overall_rating,overall_ranking,country,countrycode,cities_in_motion,economy,human_capital,social_cohesion,environment,goverance,urban_planning,international_outreach,technology,mobility_and_transportation,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010,,,
Santo Domingo,city in motion,N/A,N/A,N/A,N/A,3317000,N/A,N/A,Dominican Republic,DO,137,120,169,154,44,144,62,140,155,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
São Paulo,"smart city,city in motion",70.2,76.9,55,67.3,21066000,2,100,Brazil,BR,123,137,123,156,102,121,76,41,139,126,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
Sarajevo,city in motion,N/A,N/A,N/A,N/A,343000,N/A,N/A,Bosnia,BA,153,173,75,153,126,164,156,159,129,120,2928,0,0,0,0,0,2,1,2,2,2,1,0,0,2,13,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,0,0,65,65,43,0,0,0,33,0,0,0,57,57,0,0,0,0,0,0,1,1,12,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,11,11,12,12,12,11,9,58,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,54,0,60,0,0,11,0,28,17,11,11,2,2,0,0,0,0,0,38,38,38,38,38,11,0,0,12,0,0,0,0,0,0,0,0,0,2,31,0,0,65,3,0,6,6,6,104,29,0,6,39,3,39,2,0,0,0,30,0,40,6,70,0,0,0,0,0,235,2,2,37,37,15,33,42,0,0,0,0,0,0,0,8,40,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,26,52,52,52,22,16,88,34,0,0,0,0,0,1,0,0,1,1,4,5,5,5,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,20,31,11,9,9,0,0,8,8,8,0,0,0,0,0,0,1,1,41,0,0,0,0,0,0,0,0,0,41,41,7,41,41,0,12,44,44,44,3,44,4,0,0,0,0,0,17,0,0,0,0,1,,,
Seattle,"smart city,city in motion",57.5,61.3,46.7,81.6,3249000,7,37,United States of America,US,53,10,61,99,146,28,51,65,9,111,225387,31,25,0,0,0,35,14,43,43,17,29,0,0,43,47,32,36,43,29,0,0,1,23,1,1,5,1,1,1,1,27,0,47,22,0,0,6329,6329,7836,0,0,0,1387,34,0,0,1925,1925,0,0,0,0,0,0,8,4,970,789,789,790,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,19,204,2,0,30,30,46,31,31,25,222,1931,6673,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,44,5567,0,5661,0,0,811,1,870,57,811,795,12773,13835,3,14,29,14,3,1451,1454,1454,1453,1455,31,3,3,50,0,0,0,0,0,0,0,0,28,3,1562,0,0,6342,39,31,714,714,714,7512,1519,0,160,1521,59,1517,16,0,0,0,6652,3,1523,145,6541,0,0,0,0,0,888,12373,13431,1473,1472,307,1386,1626,33,33,33,33,33,33,33,126,1551,0,0,815,0,0,0,0,0,0,33,95,0,2,18,0,44,0,214,4001,4002,4002,2422,2276,8825,113,0,2,128,0,0,13,0,0,97,97,143,152,152,152,30,7,0,0,1,5465,5,13463,0,0,0,10,3,128,0,72,892,820,2,2,2,0,127,127,127,0,0,0,0,4,4,2,7,1548,0,0,0,0,0,0,0,33,1,1621,1622,183,1623,1623,1,31,1912,1912,1910,127,1911,122,0,0,0,0,37,121,0,0,13,0,26,,,
Seoul,"smart city,circular city,city in motion",52.9,74,52.1,72.5,9774000,6,47,South Korea,KR,19,11,14,68,41,36,31,36,26,34,281809,62,39,1,0,0,141,60,200,200,78,140,0,0,200,219,81,160,199,138,0,0,2,36,2,2,9,2,2,2,2,456,1,161,67,0,0,6538,6540,19981,1,0,0,3875,60,1,0,4673,4672,0,0,0,0,0,0,62,31,2017,1071,1079,1107,65,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,68,371,4,0,94,94,182,152,152,78,655,4676,8117,201,36,0,0,0,0,0,0,0,1,1,1,1,1,1,1,554,12,202,5225,23,5368,0,0,1139,23,1349,229,1135,1117,309,311,8,29,52,29,12,4027,4053,4052,4052,4053,98,12,12,535,0,0,0,0,0,0,0,0,24,11,3112,0,0,6573,36,56,1241,1242,1242,9566,2930,1,393,4181,199,4171,65,0,0,0,16957,12,4195,315,7081,0,0,0,0,0,12423,313,315,3893,3892,986,3613,4358,68,68,68,68,68,68,68,772,4278,0,0,1152,0,0,0,0,0,0,21,250,0,2,59,0,6,0,530,3861,3861,3862,734,418,7529,1006,0,8,21,0,0,11,0,0,315,315,375,419,419,419,87,6,6,0,4,312,7,324,0,0,0,42,0,21,0,263,1412,1149,10,10,0,0,775,775,775,0,0,0,0,5,5,1,6,4259,0,0,0,0,0,0,0,68,2,4540,4540,600,4538,4536,8,99,4899,4900,4901,326,4900,480,0,0,0,0,70,105,0,0,157,0,7,,,
Seville,city in motion,N/A,N/A,N/A,N/A,703000,N/A,N/A,Spain,ES,81,102,94,81,64,89,46,96,100,32,20978,14,6,2,0,0,19,9,21,21,11,12,0,0,21,17,8,15,21,12,0,0,0,6,0,0,3,0,0,0,0,13,0,15,7,0,0,674,674,559,0,0,0,166,15,0,0,573,573,0,0,0,0,0,0,20,17,154,106,104,111,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,2,2,2,10,39,0,0,12,12,17,15,15,11,81,577,849,20,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,19,0,9,547,2,573,0,0,118,8,123,14,118,113,33,33,0,5,11,5,4,179,179,179,179,179,13,4,4,20,0,0,0,0,0,0,0,0,5,2,317,0,0,677,9,11,113,113,113,995,289,0,28,187,17,186,3,0,0,0,256,4,187,50,757,0,0,0,0,0,1491,33,33,174,174,62,157,205,11,11,11,11,11,11,11,11,189,0,0,118,0,0,0,0,0,0,5,20,0,3,6,0,0,0,60,516,516,516,197,147,905,50,0,3,2,0,0,6,0,0,10,10,20,23,23,23,18,3,0,0,1,30,4,37,0,0,0,18,0,2,0,21,133,112,0,0,0,0,11,11,11,0,0,0,0,2,2,0,3,187,0,0,0,0,0,0,0,11,0,203,203,39,203,203,0,12,230,230,230,20,230,27,0,0,0,0,12,34,0,0,1,0,4,,,
Shanghai,"smart city,city in motion",84.7,84.7,88.8,89,23741000,3,81,China,CN,58,42,29,72,149,87,53,46,111,10,321201,88,18,1,0,0,219,65,294,294,85,229,0,0,294,119,239,333,292,226,0,0,3,16,3,3,5,3,3,3,3,82,2,112,49,0,0,3646,3647,29251,2,0,0,6082,87,0,0,2530,2530,0,0,0,0,0,0,275,60,1743,1074,1074,1084,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,7,1,1,1,0,7,7,7,7,73,1105,1,0,66,66,117,78,78,69,122,2537,5107,295,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,23,332,3232,7,3436,0,0,1176,10,1318,183,1176,1113,2160,2209,0,13,18,13,12,6307,6325,6325,6325,6327,73,12,12,141,0,0,0,0,0,0,0,0,56,86,1326,0,0,3702,76,18,260,260,260,5624,1208,0,1400,6473,1080,6440,124,0,0,0,20228,12,6482,164,3989,0,0,0,0,0,3903,2093,2141,6325,6327,1818,5059,6903,19,19,19,19,19,19,19,176,6620,0,0,1182,0,0,0,0,0,0,8,1177,4,9,88,0,20,2,1094,1665,1665,1665,333,168,4179,5626,0,4,295,0,0,23,0,0,1292,1292,1455,1484,1484,1484,3,21,5,0,2,2077,5,2167,0,0,0,19,0,298,0,994,2147,1153,7,7,17,0,177,177,177,0,0,0,0,20,20,4,21,6535,0,0,0,0,0,0,0,19,1,6920,6921,1685,6922,6923,14,74,7386,7386,7387,1351,7387,1549,0,0,0,0,20,2,0,0,247,4,0,,,
Shenzhen,"smart city,city in motion",79.5,84,84.4,81.4,10749000,4,67,China,CN,109,37,144,104,131,159,127,122,121,13,393696,40,22,1,0,0,379,212,511,511,148,299,0,0,511,49,264,375,509,297,0,0,3,17,3,3,9,3,3,3,3,104,1,45,17,0,0,4340,4340,9950,1,0,0,10373,40,0,0,3464,3464,0,0,0,0,0,0,1478,1102,2331,1971,1963,1976,141,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,2,2,2,142,531,7,0,23,23,37,29,29,19,154,3478,5114,508,37,0,0,0,0,0,0,0,1,1,1,1,1,1,1,240,32,391,3918,17,4071,0,0,2101,12,2273,205,2103,2011,142,151,0,12,32,12,9,10615,10652,10651,10653,10655,26,9,9,124,0,0,0,0,0,0,0,0,34,20,2708,0,0,4379,163,33,355,355,355,5662,2564,2,893,10909,481,10876,33,0,0,0,7564,9,10949,293,4791,0,0,0,0,0,921,140,150,10710,10713,1831,10041,11517,35,35,35,35,35,35,35,109,11042,0,0,2104,0,0,0,0,0,0,30,592,0,2,104,0,3,0,876,3232,3235,3236,541,247,5049,1131,0,4,9,0,0,6,0,0,660,660,1069,1134,1134,1133,0,4,1,0,1,138,11,159,0,0,0,7,0,9,0,658,2755,2097,0,0,0,0,109,109,109,0,0,0,0,3,3,0,4,11011,0,0,0,0,0,0,0,34,1,11412,11412,1241,11413,11413,14,26,11946,11946,11946,803,11946,923,0,0,0,0,35,0,0,0,399,0,0,,,
Singapore,"smart city,city in motion",65.6,71.3,72.5,71,5619000,10,1,Singapore,SG,9,41,38,28,7,22,21,3,2,55,2300672,987,418,17,0,27,1197,543,1515,1515,486,971,0,0,1514,1369,556,1345,1508,967,0,0,15,328,15,15,99,15,15,15,15,314,24,1304,604,4,4,65277,65280,121200,24,0,0,27470,1017,7,0,28398,28398,27,27,27,27,27,0,551,257,12984,12067,12072,12201,409,3,3,3,3,3,3,3,2,2,2,14,14,8,17,12,12,12,12,12,12,12,16,16,20,136,20,20,20,0,125,125,141,125,458,328,12,0,752,752,921,822,822,697,4461,28470,48750,1504,51,0,0,0,0,0,0,0,15,15,15,15,15,15,15,777,51,3054,41968,104,45270,0,0,12513,125,14098,1695,12511,12333,6794,7307,113,202,576,202,84,29192,29398,29400,29403,29411,767,84,84,961,0,0,0,0,0,0,0,0,593,79,45833,0,0,65548,489,610,22328,22329,22330,74586,44278,23,4191,30609,1801,30401,214,0,0,0,97658,84,31365,2400,70183,0,0,0,0,0,13691,6736,7249,30785,30788,7564,26831,37667,773,773,773,773,773,773,773,5877,32266,27,28,12503,0,0,0,0,0,12,194,2509,97,181,935,0,36,48,4327,53430,53438,53436,7448,5048,75313,922,0,36,1979,0,4,552,0,0,3467,3467,5050,5643,5643,5645,94,434,0,0,50,6972,594,7879,0,0,0,103,9,1993,0,2229,14804,12576,15,15,7,4,5896,5896,5896,0,0,0,0,376,376,77,432,32035,4,0,0,0,0,0,0,780,52,35638,35642,7491,35659,35677,49,771,40215,40218,40226,3671,40237,6066,0,0,0,0,891,301,1,1,268,7,52,,,
Skopje,city in motion,N/A,N/A,N/A,N/A,595000,N/A,N/A,North Macedonia,MK,141,160,149,113,115,111,160,149,127,129,12184,0,7,0,0,0,11,10,11,11,1,1,0,0,11,4,3,3,11,1,0,0,0,6,0,0,0,0,0,0,0,4,0,4,3,0,0,443,443,175,0,0,0,96,0,0,0,349,349,0,0,0,0,0,0,3,1,53,41,41,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,3,1,143,0,0,3,3,4,3,3,3,78,348,506,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,356,0,365,0,0,41,0,46,4,41,41,3,3,0,2,7,2,0,107,107,107,107,107,3,0,0,7,0,0,0,0,0,0,0,0,1,0,215,0,0,446,0,8,85,85,85,602,211,1,25,122,3,121,3,0,0,0,107,0,122,16,469,0,0,0,0,0,382,3,3,121,121,59,110,150,9,9,9,9,9,9,9,0,125,0,0,42,0,0,0,0,0,0,0,13,0,3,0,0,1,0,30,327,327,327,104,88,557,85,0,0,0,0,0,6,0,0,9,9,11,12,12,12,5,5,0,0,0,2,0,3,0,0,0,2,0,0,0,15,58,43,0,0,0,0,0,0,0,0,0,0,0,5,5,1,5,123,0,0,0,0,0,0,0,9,0,144,144,16,144,144,0,3,166,166,166,9,166,13,0,0,0,0,9,32,0,0,2,0,2,,,
Sofia,"smart city,city in motion",57.6,71.6,48.6,55.4,1226000,3,89,Bulgaria,BG,116,162,77,66,88,59,153,104,118,104,128057,187,51,1,0,0,65,38,70,70,29,32,0,0,70,108,53,34,70,32,0,0,0,50,0,0,7,0,0,0,0,41,0,102,85,2,2,4764,4764,2203,0,0,0,1097,186,0,0,3491,3491,0,0,0,0,0,0,68,20,1034,547,548,555,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,0,0,0,8,0,0,0,0,8,8,8,8,20,111,0,0,93,93,113,96,96,92,699,3498,5574,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2,61,4058,4,4101,0,0,581,6,613,38,581,568,145,146,8,33,60,33,2,1201,1212,1212,1211,1211,94,2,2,127,0,0,0,0,0,0,0,0,50,4,1946,0,0,4777,73,60,688,688,688,6321,1899,0,199,1302,70,1298,336,0,0,0,1551,2,1305,122,4947,0,0,0,0,0,1407,141,143,1211,1210,460,1120,1574,70,70,70,70,70,70,70,89,1324,0,0,582,0,0,0,0,0,0,152,111,2,10,19,0,6,1,157,3153,3153,3154,1199,1077,6035,271,0,1,95,0,2,22,0,0,147,147,254,266,266,266,23,14,1,0,0,113,10,153,0,0,0,43,0,100,0,62,651,589,15,15,0,2,90,91,91,0,0,0,0,12,12,1,15,1325,2,0,0,0,0,0,0,71,0,1500,1500,246,1500,1499,7,98,1873,1873,1874,207,1875,156,0,0,0,0,72,195,0,0,12,0,10,,,
St. Petersburg,"smart city,city in motion",57.9,71.9,47.9,76.3,4993000,4,73,Russia,RU,124,168,30,128,155,73,44,82,122,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Stockholm,"smart city,city in motion",58.8,66.1,63.7,83.2,1486000,8,16,Sweden,SE,14,35,48,70,5,23,61,28,7,15,537708,28,76,2,0,0,33,17,40,40,15,23,0,0,40,58,83,23,40,23,0,0,0,70,0,0,24,0,0,0,0,27,1,58,9,0,0,5389,5389,12885,1,0,0,17130,28,0,0,3321,3321,0,0,0,0,0,0,15,8,1299,1142,1140,1158,10,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,9,147,0,0,28,28,36,29,29,27,361,3316,4673,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,22,3732,1,4478,0,0,1159,3,1259,97,1157,1150,716,1210,26,63,79,63,3,17468,17468,17474,17479,17480,29,3,3,40,0,0,0,0,0,0,0,0,24,1,3798,0,0,5396,29,83,1635,1635,1635,7066,3663,1,89,17212,27,17022,48,0,0,0,11988,3,17046,165,5653,0,0,0,0,0,1528,719,1210,17024,17026,188,17000,17282,111,111,111,111,111,111,111,175,17143,0,0,1163,0,0,0,0,0,0,23,33,0,4,29,0,9,0,266,4415,4415,4414,652,487,6143,60,0,1,69,0,0,14,0,0,144,144,196,233,233,233,36,5,0,0,4,1218,10,1229,0,0,0,111,0,70,0,108,1275,1167,7,7,0,0,177,177,177,0,0,0,0,5,5,0,5,17439,0,0,0,0,0,0,0,110,2,17616,17622,184,17630,17640,0,30,17767,17772,17774,152,17786,115,0,0,0,0,112,75,0,0,0,0,11,,,
Stuttgart,city in motion,N/A,N/A,N/A,N/A,632000,N/A,N/A,Germany,DE,63,87,66,20,71,88,92,88,46,28,59462,16,7,0,0,0,9,4,9,9,5,5,0,0,9,13,27,5,9,5,0,0,0,5,0,0,3,0,0,0,0,10,2,13,2,2,2,2370,2371,695,2,0,0,277,16,0,0,1897,1897,0,0,0,0,0,0,18,11,323,167,167,168,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,5,84,0,0,9,9,11,9,9,8,742,1904,2376,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,1859,10,1875,0,0,177,1,194,20,177,169,15,22,0,5,10,5,1,289,289,289,289,289,9,1,1,12,0,0,0,0,0,0,0,0,5,0,1801,0,0,2408,21,11,528,528,528,2963,1722,0,73,345,11,343,3,0,0,0,573,1,345,90,2540,0,0,0,0,0,558,14,22,303,303,107,285,378,11,11,11,11,11,11,11,58,358,0,0,176,0,0,0,0,0,0,314,17,0,1,25,0,28,0,109,2974,2975,2976,1172,1082,3656,31,0,0,0,0,2,3,0,0,26,26,48,49,50,50,102,2,0,0,0,25,4,26,0,0,0,64,0,0,0,22,205,183,2,2,0,2,58,58,58,0,0,0,0,1,1,0,2,347,2,0,0,0,0,0,0,11,0,393,393,64,393,394,1,9,419,419,419,48,420,27,0,0,0,0,11,7,0,0,4,0,0,,,
